Barcode	Reads	Reads with unique alignment	Reads with unique alignment within shorter distance of 3'-end	Reads with less than `m` multiple alignments	Reads with more than than `m` multiple alignments	Reads with no alignments	UMIFM	Ambig UMIFM (between 2 genes)	Ambig UMIFM (between 3 genes)	Ambig UMIFM (between more than 3 genes)
bcDXAI	338	41	1	11	0	285	42	0	0	0
bcHMRO	334	29	1	5	0	299	29	0	0	0
bcEUGK	329	35	1	6	2	285	31	0	0	0
bcCMDU	325	106	0	23	1	195	99	0	0	0
bcDAYU	320	19	3	6	0	292	21	0	0	0
bcBINL	315	35	2	8	1	269	37	0	0	0
bcEBAM	311	29	1	6	0	275	31	0	0	0
bcGNJF	306	6	2	5	0	293	12	0	0	0
bcBHNG	302	16	4	4	0	278	21	0	0	0
bcHXTN	298	111	7	26	1	153	104	0	0	0
bcICIQ	294	23	0	6	0	265	22	0	0	0
bcFJAP	291	28	2	6	0	255	33	0	0	0
bcEVJM	287	77	6	24	0	180	62	0	0	0
bcGYDR	284	68	1	5	2	208	62	0	0	0
bcDYWW	280	26	3	5	1	245	27	0	0	0
bcFSQJ	276	76	0	7	1	192	64	0	0	0
bcANOA	272	29	0	12	0	231	27	0	0	0
bcFKYL	269	36	0	11	0	222	36	0	0	0
bcDXYR	266	78	6	16	1	165	73	0	0	0
bcBPGS	262	56	1	11	0	194	51	0	0	0
bcBQJE	259	29	1	1	0	228	29	0	0	0
bcEQDV	255	48	2	12	0	193	44	0	0	0
bcIITX	252	27	0	8	0	217	27	0	0	0
bcGKRX	27411	9793	232	8094	409	8883	11546	0	0	0
bcAUYL	15586	8494	154	1413	110	5415	10692	0	0	0
bcFRFR	12002	6346	122	917	43	4574	7688	0	0	0
bcBQIU	9846	4618	98	811	105	4214	5269	0	0	0
bcAFJY	8176	3797	110	1042	58	3169	4442	0	0	0
bcEATM	7023	1278	44	3434	183	2084	1404	0	0	0
bcBUPZ	6171	3166	40	559	21	2385	3367	0	0	0
bcANHZ	5292	2324	43	434	9	2482	2530	0	0	0
bcBKDJ	4637	2483	37	463	25	1629	2614	0	0	0
bcHGTH	4124	263	16	70	4	3771	271	0	0	0
bcFMAE	3713	131	21	68	3	3490	140	0	0	0
bcHDES	3384	259	21	77	2	3025	281	0	0	0
bcBDZE	3140	236	20	72	5	2807	254	0	0	0
bcDFPD	2955	1604	33	259	28	1031	1646	0	0	0
bcFBSU	2781	175	11	60	3	2532	175	0	0	0
bcDLRK	2637	213	15	59	2	2348	228	0	0	0
bcBYEC	2528	175	8	45	4	2296	177	0	0	0
bcBILW	2431	224	7	52	2	2146	218	0	0	0
bcGIOB	2340	150	16	36	3	2135	164	0	0	0
bcHVDM	2273	215	7	42	2	2007	213	0	0	0
bcDLAW	2209	139	7	39	3	2021	140	0	0	0
bcBIZE	2158	164	12	31	1	1950	173	0	0	0
bcGXUU	2103	800	14	90	9	1190	828	0	0	0
bcGQIZ	2057	132	10	34	3	1878	140	0	0	0
bcHENT	2018	1157	11	218	10	622	1038	0	0	0
bcBYVB	1977	161	10	45	4	1757	160	0	0	0
bcCTAZ	1936	117	10	31	3	1775	126	0	0	0
bcHNGG	1900	136	10	35	1	1718	129	0	0	0
bcAYAW	1865	116	9	38	2	1700	120	0	0	0
bcBZEO	1834	129	12	32	3	1658	138	0	0	0
bcHOUD	1799	905	19	131	5	739	888	0	0	0
bcBKBB	1771	915	17	147	4	688	851	0	0	0
bcATNE	1744	138	12	33	2	1559	147	0	0	0
bcDQVL	1718	122	10	39	1	1546	124	0	0	0
bcHVVT	1694	206	8	37	3	1440	207	0	0	0
bcEKOK	1671	137	12	37	0	1485	140	0	0	0
bcGHEX	1650	138	6	23	1	1482	135	0	0	0
bcCKTC	1628	90	11	37	1	1489	99	0	0	0
bcDIKH	1607	111	7	19	3	1467	110	0	0	0
bcAPXS	1585	150	9	28	3	1395	159	0	0	0
bcBSLM	1568	141	9	29	2	1387	142	0	0	0
bcDABY	1548	147	11	34	3	1353	152	0	0	0
bcGHCQ	1528	796	17	163	15	537	767	0	0	0
bcAKCQ	1512	546	15	201	11	739	552	0	0	0
bcDRVV	1496	141	3	35	2	1315	143	0	0	0
bcDVRZ	1477	117	6	15	2	1337	114	0	0	0
bcGYRN	1461	130	13	22	3	1293	142	0	0	0
bcHGDP	1445	122	7	29	1	1286	131	0	0	0
bcBRHT	1431	163	11	37	0	1220	161	0	0	0
bcAMAR	1414	168	11	36	4	1195	165	0	0	0
bcIFOG	1400	113	7	23	3	1254	114	0	0	0
bcCRFS	1388	133	8	25	2	1220	133	0	0	0
bcCIPV	1372	156	6	38	3	1169	153	0	0	0
bcBVBG	1358	84	7	34	2	1231	85	0	0	0
bcHAQY	1344	104	11	27	1	1201	109	0	0	0
bcGKWS	1329	135	5	32	2	1155	139	0	0	0
bcEDZZ	1315	103	4	28	0	1180	98	0	0	0
bcGJFM	1302	93	7	33	1	1168	100	0	0	0
bcBKKV	1290	101	7	28	0	1154	102	0	0	0
bcEEEX	1276	138	6	33	4	1095	136	0	0	0
bcBXUA	1262	78	6	37	1	1140	79	0	0	0
bcAIYN	1247	128	14	40	2	1063	143	0	0	0
bcCMGY	1235	105	6	37	5	1082	113	0	0	0
bcBFYH	1222	81	11	31	1	1098	93	0	0	0
bcENBY	1209	113	5	33	4	1054	113	0	0	0
bcGSLR	1197	92	8	32	4	1061	98	0	0	0
bcBQPE	1185	103	3	30	2	1047	100	0	0	0
bcGPBH	1174	105	4	35	3	1027	105	0	0	0
bcEHTO	1164	126	9	35	4	990	128	0	0	0
bcEWLU	1151	104	4	30	3	1010	105	0	0	0
bcFHIJ	1141	582	11	40	5	503	483	0	0	0
bcICNM	1130	92	3	18	2	1015	86	0	0	0
bcAMXN	1120	121	4	42	2	951	120	0	0	0
bcEFGG	1110	102	7	25	1	975	108	0	0	0
bcCAWS	1097	192	8	32	1	864	181	0	0	0
bcFFVB	1086	102	3	16	4	961	103	0	0	0
bcBPEQ	1075	86	8	24	2	955	92	0	0	0
bcHPDV	1063	105	6	19	3	930	109	0	0	0
bcDJRR	1053	74	5	29	2	943	80	0	0	0
bcDPRH	1043	97	1	22	0	923	98	0	0	0
bcHPBE	1033	94	7	19	0	913	100	0	0	0
bcHYKH	1023	463	10	88	11	451	438	0	0	0
bcEEES	1013	228	5	60	4	716	199	0	0	0
bcGZOG	1003	75	2	22	0	904	75	0	0	0
bcFXCX	992	87	5	23	2	875	91	0	0	0
bcAFTH	982	69	4	14	0	895	72	0	0	0
bcEJKA	972	110	4	28	3	827	109	0	0	0
bcAAMP	961	97	3	21	0	840	100	0	0	0
bcCOOY	951	94	1	16	1	839	89	0	0	0
bcENRL	940	82	10	27	0	821	90	0	0	0
bcGZJA	930	53	5	18	1	853	51	0	0	0
bcAALF	920	76	6	23	1	814	79	0	0	0
bcFIOB	910	73	3	20	1	813	79	0	0	0
bcFHKQ	901	117	6	25	4	749	112	0	0	0
bcAKZL	892	80	3	20	1	788	73	0	0	0
bcHPGO	882	64	2	13	1	802	61	0	0	0
bcFTQG	871	64	5	22	3	777	65	0	0	0
bcEQTW	862	86	3	18	3	752	90	0	0	0
bcGQHB	851	97	2	18	2	732	89	0	0	0
bcDTRX	841	84	6	23	4	724	86	0	0	0
bcHRZK	831	72	6	14	0	739	72	0	0	0
bcGZDG	821	412	8	71	1	329	353	0	0	0
bcFSZT	812	63	5	16	1	727	63	0	0	0
bcAGXG	802	89	3	25	1	684	88	0	0	0
bcGOXN	792	79	7	22	2	682	83	0	0	0
bcFBUX	783	71	0	23	2	687	69	0	0	0
bcFLNO	773	75	6	21	2	669	86	0	0	0
bcFNNU	763	65	6	20	1	671	67	0	0	0
bcCESR	753	63	3	12	0	675	66	0	0	0
bcBPGU	744	73	3	18	0	650	75	0	0	0
bcCETC	734	63	5	12	1	653	65	0	0	0
bcCENA	724	61	5	16	2	640	64	0	0	0
bcBFXN	715	79	2	22	2	610	79	0	0	0
bcHZUM	705	70	4	21	0	610	71	0	0	0
bcAVHN	696	83	2	22	1	588	78	0	0	0
bcGHKY	687	58	7	24	0	598	66	0	0	0
bcEDLR	677	43	3	21	0	610	45	0	0	0
bcGKVC	667	78	8	21	0	560	79	0	0	0
bcBRIV	657	144	8	32	1	472	144	0	0	0
bcDGRO	648	66	5	24	0	553	71	0	0	0
bcFVFC	638	55	1	12	0	570	53	0	0	0
bcABMW	629	96	5	19	1	508	91	0	0	0
bcEAUM	620	69	4	18	0	529	73	0	0	0
bcHHMN	612	72	4	18	0	518	73	0	0	0
bcCXNT	602	85	3	33	0	481	74	0	0	0
bcHWSA	593	113	5	21	1	453	110	0	0	0
bcEZLM	584	74	6	12	0	492	73	0	0	0
bcFWXS	575	238	7	28	0	302	216	0	0	0
bcHLDX	566	40	2	12	0	512	41	0	0	0
bcBIXN	558	292	4	37	1	224	261	0	0	0
bcFYHW	548	52	4	8	1	483	51	0	0	0
bcBUME	539	45	3	18	0	473	47	0	0	0
bcGDGK	531	34	5	13	1	478	38	0	0	0
bcEETR	523	42	2	14	2	463	43	0	0	0
bcGPFB	515	32	2	15	0	466	34	0	0	0
bcHQKH	505	52	6	7	2	438	58	0	0	0
bcCRPS	497	63	4	11	3	416	61	0	0	0
bcGTPX	489	41	2	17	0	429	42	0	0	0
bcHQWD	481	42	3	6	1	429	43	0	0	0
bcEODQ	473	68	0	16	0	389	66	0	0	0
bcIGSY	465	60	3	11	1	390	59	0	0	0
bcHCYU	458	40	3	6	0	409	40	0	0	0
bcIIQZ	452	36	2	7	0	407	34	0	0	0
bcHKFJ	446	54	2	14	1	375	54	0	0	0
bcFYWN	438	39	2	9	0	388	38	0	0	0
bcFUOJ	432	51	3	7	0	371	51	0	0	0
bcIJWQ	425	42	2	13	0	368	43	0	0	0
bcAHVG	419	32	2	6	0	379	35	0	0	0
bcGSHQ	412	30	0	9	0	373	30	0	0	0
bcGKOM	407	113	5	26	0	263	94	0	0	0
bcALDN	401	42	2	13	0	344	44	0	0	0
bcFXLO	395	39	0	5	0	351	38	0	0	0
bcHEDE	390	47	6	8	0	329	49	0	0	0
bcCXWS	384	32	1	6	0	345	32	0	0	0
bcAMBP	379	105	1	20	1	252	86	0	0	0
bcCSJI	374	41	1	17	0	315	42	0	0	0
bcGEYM	368	17	3	5	2	341	19	0	0	0
bcFXXT	363	30	2	5	0	326	31	0	0	0
bcEQTC	358	32	4	6	0	316	35	0	0	0
bcEPGY	353	30	3	8	1	311	34	0	0	0
bcGSUS	348	51	1	27	2	267	49	0	0	0
bcHTWI	343	28	5	10	1	299	32	0	0	0
bcGGPZ	338	35	5	4	0	294	41	0	0	0
bcBVAI	334	28	3	5	1	297	31	0	0	0
bcDUSZ	329	39	4	5	1	280	41	0	0	0
bcGSST	325	22	2	10	1	290	23	0	0	0
bcEFMN	320	41	2	12	0	265	41	0	0	0
bcESYE	315	48	0	10	3	254	46	0	0	0
bcDOXV	311	42	3	7	1	258	39	0	0	0
bcBRPW	306	27	3	6	0	270	29	0	0	0
bcHQBT	302	23	4	7	1	267	26	0	0	0
bcHFLQ	298	24	1	16	1	256	25	0	0	0
bcBGJF	294	29	4	3	1	257	30	0	0	0
bcBDNA	291	35	1	12	0	243	36	0	0	0
bcFHWL	287	37	1	11	1	237	34	0	0	0
bcAISZ	284	24	3	10	0	247	26	0	0	0
bcCZZL	280	110	2	15	0	153	91	0	0	0
bcDILO	276	25	0	13	0	238	23	0	0	0
bcEGNJ	272	39	1	4	0	228	39	0	0	0
bcCHDK	269	38	2	11	0	218	39	0	0	0
bcGZDQ	266	31	0	10	0	225	29	0	0	0
bcFDWP	262	22	0	8	1	231	21	0	0	0
bcGFUL	258	23	3	4	0	228	25	0	0	0
bcDEHX	255	31	0	9	0	215	29	0	0	0
bcCFVZ	252	79	0	21	0	152	71	0	0	0
bcICQI	27205	14513	296	2136	124	10136	18480	0	0	0
bcGHDO	15572	4664	121	5132	273	5382	5699	0	0	0
bcBLNE	12001	6205	116	1021	121	4538	7001	0	0	0
bcDTXC	9846	5238	114	950	97	3447	5752	0	0	0
bcBDDX	8176	4389	57	895	84	2751	4927	0	0	0
bcGWNC	7020	3664	51	477	48	2780	3719	0	0	0
bcDSVR	6159	3082	74	535	14	2454	3254	0	0	0
bcGPDE	5291	1318	29	197	8	3739	1294	0	0	0
bcDSHM	4635	2051	42	227	12	2303	2082	0	0	0
bcFPSD	4123	1414	29	1289	64	1327	1486	0	0	0
bcDICL	3712	791	17	176	8	2720	750	0	0	0
bcGQYY	3384	249	15	73	7	3040	261	0	0	0
bcBXYW	3137	1129	27	463	34	1484	1057	0	0	0
bcFXNX	2955	865	18	227	14	1831	829	0	0	0
bcDNZV	2781	844	26	120	13	1778	768	0	0	0
bcENLL	2637	211	7	62	9	2348	212	0	0	0
bcBEXZ	2528	165	13	85	3	2262	175	0	0	0
bcBOCL	2431	1216	19	141	8	1047	1136	0	0	0
bcGZYM	2339	158	12	56	3	2110	161	0	0	0
bcDIEI	2272	169	11	49	4	2039	173	0	0	0
bcEAIT	2208	189	11	62	2	1944	189	0	0	0
bcHSTW	2158	692	11	257	23	1175	652	0	0	0
bcAYLP	2103	147	8	37	4	1907	154	0	0	0
bcCNQE	2057	184	12	60	5	1796	191	0	0	0
bcFPKK	2018	136	14	35	0	1833	147	0	0	0
bcEZEN	1977	244	16	65	2	1650	238	0	0	0
bcBMWL	1936	138	7	42	2	1747	136	0	0	0
bcBUIE	1900	181	8	41	2	1668	187	0	0	0
bcFXGK	1865	352	18	162	27	1306	353	0	0	0
bcHJFY	1834	129	4	36	2	1663	131	0	0	0
bcERIH	1799	131	9	33	2	1624	138	0	0	0
bcBCPN	1771	110	7	35	1	1618	113	0	0	0
bcIIVJ	1744	119	5	34	1	1585	119	0	0	0
bcCGLO	1718	170	8	47	3	1490	167	0	0	0
bcIDYY	1694	146	10	34	0	1504	156	0	0	0
bcFWNI	1671	153	7	29	0	1482	144	0	0	0
bcBQSP	1650	180	8	44	0	1418	183	0	0	0
bcFBZI	1628	117	10	25	5	1471	129	0	0	0
bcCRBZ	1607	115	10	32	1	1449	120	0	0	0
bcFKBM	1585	174	9	46	5	1351	181	0	0	0
bcGRWO	1568	125	4	25	1	1413	127	0	0	0
bcAMKP	1548	107	8	33	1	1399	110	0	0	0
bcEVEH	1528	115	6	31	1	1375	117	0	0	0
bcHSKU	1512	125	11	31	5	1340	131	0	0	0
bcDPEJ	1496	172	10	19	2	1293	167	0	0	0
bcDLSD	1477	100	4	30	0	1343	100	0	0	0
bcFPWE	1461	104	4	32	0	1321	105	0	0	0
bcHDKX	1445	126	6	29	0	1284	123	0	0	0
bcESBF	1431	104	7	22	1	1297	105	0	0	0
bcCGCY	1413	105	6	35	1	1266	108	0	0	0
bcDHCK	1400	132	16	40	0	1212	147	0	0	0
bcBEPV	1387	130	7	26	1	1223	138	0	0	0
bcCAMD	1372	140	8	45	4	1175	140	0	0	0
bcEWYE	1358	102	9	31	2	1214	107	0	0	0
bcFZAB	1344	114	5	36	2	1187	115	0	0	0
bcCVWS	1329	91	7	18	0	1213	98	0	0	0
bcASEA	1315	129	8	28	4	1146	137	0	0	0
bcFEFR	1302	97	4	26	3	1172	99	0	0	0
bcBZZM	1290	147	8	83	7	1045	143	0	0	0
bcFVHU	1276	122	6	16	0	1132	123	0	0	0
bcEYTE	1262	89	5	23	4	1141	89	0	0	0
bcESSL	1247	92	2	23	5	1125	87	0	0	0
bcCIUS	1235	73	12	25	2	1123	84	0	0	0
bcBYLL	1222	119	6	36	6	1055	111	0	0	0
bcFICS	1209	86	8	26	1	1088	90	0	0	0
bcGCDX	1197	90	5	18	3	1081	94	0	0	0
bcFGDA	1185	83	6	24	0	1072	90	0	0	0
bcDCKZ	1174	96	6	27	0	1045	93	0	0	0
bcAFEB	1164	85	10	23	1	1045	92	0	0	0
bcGNTZ	1151	303	6	388	22	432	267	0	0	0
bcFANJ	1141	92	12	16	0	1021	95	0	0	0
bcIGLF	1130	147	4	46	1	932	129	0	0	0
bcCWZQ	1120	120	6	31	5	958	121	0	0	0
bcIGRB	1110	90	3	30	0	987	88	0	0	0
bcFRPM	1097	74	6	20	1	996	74	0	0	0
bcCCAD	1086	82	0	16	2	986	77	0	0	0
bcGFIH	1075	120	7	36	1	911	123	0	0	0
bcDQOW	1063	89	8	28	0	938	92	0	0	0
bcBLLK	1053	127	7	23	2	894	134	0	0	0
bcENMD	1043	84	3	21	1	934	84	0	0	0
bcEKOX	1033	102	3	29	4	895	95	0	0	0
bcFDXC	1023	105	5	25	0	888	106	0	0	0
bcCHPM	1013	89	7	24	0	893	97	0	0	0
bcDMYY	1003	87	5	29	0	882	91	0	0	0
bcDBYM	992	58	6	19	1	908	64	0	0	0
bcFRNB	982	76	3	29	0	874	76	0	0	0
bcHMKG	972	82	2	27	1	860	77	0	0	0
bcHFAU	961	98	1	21	0	841	98	0	0	0
bcFDLK	951	104	7	29	0	811	107	0	0	0
bcGPEL	940	98	5	19	2	816	99	0	0	0
bcDRWD	930	59	9	20	2	840	68	0	0	0
bcEMJK	920	62	6	13	0	839	66	0	0	0
bcHYKV	910	101	6	22	2	779	104	0	0	0
bcCUZI	901	86	6	29	2	778	91	0	0	0
bcANPD	892	74	3	24	0	791	70	0	0	0
bcCCMK	882	91	9	49	1	732	99	0	0	0
bcHVDL	871	156	5	24	2	684	153	0	0	0
bcAYPV	862	74	4	20	1	763	73	0	0	0
bcBQXB	851	59	5	20	0	767	60	0	0	0
bcELDY	841	86	4	13	4	734	79	0	0	0
bcABNH	831	102	2	25	1	701	99	0	0	0
bcBWCW	821	74	2	23	1	721	72	0	0	0
bcFDKK	812	103	6	15	0	688	105	0	0	0
bcATJK	802	77	5	23	2	695	80	0	0	0
bcFKAA	792	42	3	14	1	732	42	0	0	0
bcAQDE	783	63	5	19	0	696	63	0	0	0
bcEABV	773	83	6	25	1	658	82	0	0	0
bcAOUW	763	52	5	10	2	694	56	0	0	0
bcBDDQ	753	118	3	32	2	598	100	0	0	0
bcFTOW	744	94	8	24	2	616	94	0	0	0
bcBUEB	734	69	2	18	2	643	72	0	0	0
bcAEBL	724	87	6	26	0	605	89	0	0	0
bcCLUM	715	91	2	20	1	601	92	0	0	0
bcGWHB	705	68	4	8	2	623	71	0	0	0
bcCFRP	696	69	2	23	0	602	66	0	0	0
bcEPVX	687	95	7	31	1	553	100	0	0	0
bcAUWK	677	101	3	29	1	543	95	0	0	0
bcGZSO	667	63	5	22	0	577	62	0	0	0
bcGDAL	657	61	7	15	2	572	62	0	0	0
bcEDAX	648	57	6	13	6	566	63	0	0	0
bcGTWA	638	72	2	22	2	540	69	0	0	0
bcENTW	629	49	3	10	1	566	47	0	0	0
bcBURN	620	55	2	11	0	552	55	0	0	0
bcBARB	611	223	6	18	8	356	205	0	0	0
bcGZWO	602	82	5	18	0	497	76	0	0	0
bcDRBZ	593	166	8	56	5	358	151	0	0	0
bcGRLR	584	60	5	14	0	505	64	0	0	0
bcBBWQ	575	88	6	6	0	475	82	0	0	0
bcBORP	566	74	2	12	1	477	74	0	0	0
bcELRR	558	54	1	11	0	492	53	0	0	0
bcBUFF	548	100	7	24	0	417	106	0	0	0
bcFWEF	539	97	2	14	1	425	87	0	0	0
bcDDGE	531	61	1	14	1	454	60	0	0	0
bcCKMM	523	20	5	9	1	488	29	0	0	0
bcEYAE	515	72	9	18	1	415	81	0	0	0
bcEZLE	505	50	3	10	2	440	52	0	0	0
bcEJOA	497	161	1	31	4	300	147	0	0	0
bcAWLI	489	50	0	19	1	419	47	0	0	0
bcFCBX	481	53	2	15	3	408	54	0	0	0
bcHILE	473	174	3	45	1	250	149	0	0	0
bcHIDG	465	53	2	8	0	402	51	0	0	0
bcHGJN	458	84	1	16	1	356	78	0	0	0
bcBDEO	452	37	3	9	1	402	39	0	0	0
bcDMDN	446	48	2	6	0	390	46	0	0	0
bcGUUI	438	41	1	16	0	380	40	0	0	0
bcCJKW	432	30	2	11	1	388	30	0	0	0
bcCPLB	425	46	2	12	0	365	42	0	0	0
bcAZVR	419	53	1	19	1	345	54	0	0	0
bcFSZS	412	156	5	31	4	216	136	0	0	0
bcAXSS	407	166	1	38	5	197	148	0	0	0
bcHRHV	401	49	5	11	0	336	51	0	0	0
bcCBCL	395	23	1	7	0	364	22	0	0	0
bcESTD	390	39	7	10	1	333	41	0	0	0
bcEXJI	385	21	1	1	1	361	20	0	0	0
bcHURN	379	42	2	9	0	326	41	0	0	0
bcGKTK	374	56	2	15	0	301	60	0	0	0
bcIHNQ	368	40	2	8	1	317	41	0	0	0
bcAZPP	363	34	0	10	0	319	32	0	0	0
bcHTBG	358	35	1	5	3	314	35	0	0	0
bcEZDI	353	46	1	5	2	299	38	0	0	0
bcEXIL	348	42	2	11	1	292	45	0	0	0
bcFRXN	343	57	3	20	2	261	52	0	0	0
bcGZNI	338	16	4	10	1	307	20	0	0	0
bcCQNW	334	46	1	13	0	274	43	0	0	0
bcHTRP	329	119	2	22	0	186	113	0	0	0
bcDPSU	325	20	1	10	0	294	24	0	0	0
bcBNSJ	320	31	1	5	0	283	29	0	0	0
bcCZCT	315	39	0	4	1	271	36	0	0	0
bcGGXB	311	30	1	16	0	264	30	0	0	0
bcFALA	306	51	1	5	2	247	44	0	0	0
bcIJHX	302	54	2	12	0	234	51	0	0	0
bcAGJI	298	23	0	10	1	264	21	0	0	0
bcGZTL	294	36	0	7	0	251	35	0	0	0
bcFBZC	291	44	1	14	0	232	42	0	0	0
bcDBPR	287	17	1	5	0	264	20	0	0	0
bcELNO	283	37	3	6	0	237	37	0	0	0
bcHHHW	280	31	1	4	0	244	30	0	0	0
bcDGND	276	93	2	21	0	160	90	0	0	0
bcETBN	272	29	2	4	0	237	29	0	0	0
bcFZDE	269	22	2	7	0	238	24	0	0	0
bcGTAE	266	31	0	17	0	218	31	0	0	0
bcBNWV	262	82	1	14	0	165	73	0	0	0
bcBLUV	258	40	2	4	2	210	41	0	0	0
bcCVJW	255	34	0	4	0	217	30	0	0	0
bcGRFG	252	35	2	6	0	209	36	0	0	0
bcHQUS	27179	13732	329	2427	239	10452	18469	0	0	0
bcDHON	15566	2868	85	7360	425	4828	3405	0	0	0
bcFRXC	11981	5737	124	1036	100	4984	6233	0	0	0
bcESHH	9831	4500	76	684	78	4493	4893	0	0	0
bcBMZX	8172	3736	78	690	49	3619	3899	0	0	0
bcFTSW	7013	3506	53	526	32	2896	3629	0	0	0
bcBKCK	6154	2607	48	378	35	3086	2528	0	0	0
bcFNAE	5291	2828	56	529	12	1866	3080	0	0	0
bcBZRM	4635	1578	45	485	36	2491	1515	0	0	0
bcCKQK	4119	858	37	127	19	3078	825	0	0	0
bcCUBQ	3709	1775	37	213	16	1668	1791	0	0	0
bcCIML	3383	546	22	90	8	2717	511	0	0	0
bcCMLL	3134	276	16	63	7	2772	285	0	0	0
bcDQMN	2954	402	21	85	2	2444	379	0	0	0
bcCXAS	2780	188	10	60	2	2520	190	0	0	0
bcGMXQ	2637	597	17	328	24	1671	587	0	0	0
bcCGVR	2528	182	12	60	1	2273	193	0	0	0
bcCRRW	2431	273	12	67	2	2077	265	0	0	0
bcEBPM	2339	871	16	83	17	1352	781	0	0	0
bcCSJP	2271	396	18	91	0	1766	394	0	0	0
bcIEDJ	2207	156	16	93	0	1942	171	0	0	0
bcGHKH	2158	288	15	406	25	1424	298	0	0	0
bcFZPD	2102	265	9	56	3	1769	270	0	0	0
bcGZBJ	2057	142	6	40	2	1867	141	0	0	0
bcESFF	2018	141	5	52	3	1817	135	0	0	0
bcBOVZ	1976	148	10	43	6	1769	153	0	0	0
bcBQMN	1936	737	21	80	14	1084	677	0	0	0
bcBDBQ	1901	169	6	43	4	1679	161	0	0	0
bcHFPP	1864	157	8	31	1	1667	158	0	0	0
bcBNPY	1834	138	8	26	2	1660	143	0	0	0
bcBEEA	1799	180	9	55	3	1552	174	0	0	0
bcGYWA	1771	191	6	34	1	1539	179	0	0	0
bcDFSD	1744	147	7	34	1	1555	146	0	0	0
bcELGZ	1717	129	9	37	1	1541	128	0	0	0
bcCXFI	1694	124	8	28	1	1533	123	0	0	0
bcEOGJ	1670	121	6	31	2	1510	125	0	0	0
bcDIGK	1650	109	5	30	3	1503	111	0	0	0
bcHYKZ	1627	804	18	146	8	651	770	0	0	0
bcAVWG	1607	996	16	110	3	482	933	0	0	0
bcBMCS	1585	683	11	120	12	759	681	0	0	0
bcBDHE	1567	127	10	30	2	1398	127	0	0	0
bcEYNP	1548	94	8	31	3	1412	98	0	0	0
bcCYON	1528	118	4	26	1	1379	118	0	0	0
bcCSDE	1512	152	8	21	2	1329	160	0	0	0
bcBSHP	1496	109	8	34	2	1343	115	0	0	0
bcCOBG	1477	129	5	35	4	1304	133	0	0	0
bcIIJW	1461	154	4	55	3	1245	159	0	0	0
bcEAMC	1445	135	10	38	3	1259	144	0	0	0
bcAMWE	1431	117	6	40	4	1264	120	0	0	0
bcFUNQ	1413	520	9	91	5	788	503	0	0	0
bcHSTK	1400	88	6	24	1	1281	89	0	0	0
bcBERC	1387	729	16	109	4	529	666	0	0	0
bcGYEW	1372	107	5	18	3	1239	107	0	0	0
bcAONP	1358	145	8	31	2	1172	152	0	0	0
bcEZJH	1344	128	7	40	2	1167	133	0	0	0
bcIEWD	1329	100	4	33	1	1191	99	0	0	0
bcAHSM	1315	167	3	42	2	1101	169	0	0	0
bcECWM	1302	143	8	21	0	1130	140	0	0	0
bcAMXX	1290	104	11	33	1	1141	112	0	0	0
bcDJZV	1276	78	7	17	1	1173	81	0	0	0
bcESJY	1262	106	7	29	2	1118	104	0	0	0
bcFGZD	1247	93	2	31	1	1120	92	0	0	0
bcABTA	1235	83	6	30	2	1114	82	0	0	0
bcFUBI	1222	82	5	23	1	1111	86	0	0	0
bcCEUR	1209	243	17	27	4	918	239	0	0	0
bcHYSR	1197	90	5	30	1	1071	91	0	0	0
bcANRZ	1185	88	6	24	0	1067	89	0	0	0
bcDWPN	1174	95	6	35	5	1033	95	0	0	0
bcGJBM	1164	99	7	23	2	1033	100	0	0	0
bcGRPI	1151	120	10	34	3	984	129	0	0	0
bcATVY	1141	107	8	30	1	995	105	0	0	0
bcBYOY	1130	88	4	40	1	997	89	0	0	0
bcCHFE	1120	87	9	23	1	1000	93	0	0	0
bcCBCO	1110	107	6	29	3	965	108	0	0	0
bcAHSV	1097	113	6	23	0	955	113	0	0	0
bcCNVC	1086	120	3	33	0	930	121	0	0	0
bcECBH	1075	105	4	34	3	929	105	0	0	0
bcBKVH	1063	95	7	20	1	940	99	0	0	0
bcGPAH	1053	79	9	15	1	949	86	0	0	0
bcFYDH	1043	109	7	44	0	883	108	0	0	0
bcAOSP	1033	121	5	27	0	880	121	0	0	0
bcHZCO	1023	82	2	25	0	914	82	0	0	0
bcIGRX	1013	78	7	16	2	910	82	0	0	0
bcIDXI	1003	108	9	28	1	857	112	0	0	0
bcFILN	992	114	3	16	2	857	107	0	0	0
bcHZNU	982	87	4	18	4	869	88	0	0	0
bcBAEB	972	78	7	25	2	860	82	0	0	0
bcBSPM	961	84	4	22	1	850	87	0	0	0
bcBOLM	951	94	4	28	1	824	93	0	0	0
bcCMMA	940	110	3	19	0	808	113	0	0	0
bcHQBO	930	106	3	22	1	798	102	0	0	0
bcCQXA	920	78	5	24	2	811	79	0	0	0
bcFVSY	910	60	7	20	3	820	63	0	0	0
bcDFKX	901	93	4	20	1	783	93	0	0	0
bcHKNX	892	95	5	16	1	775	95	0	0	0
bcFDVQ	882	91	5	19	0	767	89	0	0	0
bcIIUF	871	85	3	29	0	754	82	0	0	0
bcFCKH	861	117	5	20	3	716	118	0	0	0
bcEKNI	851	280	3	53	3	512	226	0	0	0
bcEMNN	841	95	1	20	1	724	88	0	0	0
bcBAYD	831	69	4	18	2	738	72	0	0	0
