Barcode	Reads	Reads with unique alignment	Reads with unique alignment within shorter distance of 3'-end	Reads with less than `m` multiple alignments	Reads with more than than `m` multiple alignments	Reads with no alignments	UMIFM	Ambig UMIFM (between 2 genes)	Ambig UMIFM (between 3 genes)	Ambig UMIFM (between more than 3 genes)
bcAYEP	749	189	7	21	3	529	153	0	0	0
bcBQYE	740	125	3	34	1	577	120	0	0	0
bcFMFL	733	178	7	63	2	483	163	0	0	0
bcERDB	725	145	9	35	2	534	136	0	0	0
bcFOTC	718	163	10	38	2	505	140	0	0	0
bcAUBT	712	132	10	43	2	525	131	0	0	0
bcDQFM	705	137	9	38	3	518	127	0	0	0
bcDPHA	698	115	13	15	0	555	111	0	0	0
bcGCRL	691	382	11	111	4	183	318	0	0	0
bcDVWI	684	118	8	27	1	530	112	0	0	0
bcADMP	677	114	15	30	1	517	112	0	0	0
bcCQLX	671	122	6	36	1	506	100	0	0	0
bcCPQF	664	122	5	27	0	510	105	0	0	0
bcEDIC	657	162	5	40	5	445	148	0	0	0
bcFEPA	650	150	6	31	2	461	128	0	0	0
bcDMOR	644	149	11	52	2	430	154	0	0	0
bcEKRI	638	330	8	64	4	232	242	0	0	0
bcAKNU	631	133	6	31	2	459	112	0	0	0
bcEPAJ	624	121	8	21	3	471	117	0	0	0
bcALPI	618	199	4	39	1	375	163	0	0	0
bcHMKJ	612	167	7	33	2	403	144	0	0	0
bcCSJY	605	92	9	28	3	473	85	0	0	0
bcAMNG	599	114	6	28	0	451	97	0	0	0
bcCJNP	592	157	6	28	2	399	129	0	0	0
bcCREO	586	123	3	31	1	428	112	0	0	0
bcFVVK	580	350	4	72	3	151	212	0	0	0
bcGBND	573	103	3	20	0	447	93	0	0	0
bcGDGG	566	127	6	26	1	406	130	0	0	0
bcHFLN	560	121	1	20	1	417	114	0	0	0
bcADUE	553	148	2	23	0	380	126	0	0	0
bcBIXF	547	118	2	35	3	389	105	0	0	0
bcBGBM	540	108	4	24	2	402	104	0	0	0
bcFLKD	534	107	8	27	2	390	103	0	0	0
bcEGZO	528	299	3	82	2	142	225	0	0	0
bcCUFK	521	315	5	53	3	145	207	0	0	0
bcASDR	515	94	8	20	1	392	86	0	0	0
bcBSXJ	509	103	3	13	0	390	89	0	0	0
bcBOUR	503	110	6	38	1	348	105	0	0	0
bcAGVR	498	125	4	33	2	334	116	0	0	0
bcEXWS	491	124	4	32	1	330	106	0	0	0
bcDECU	485	124	5	33	1	322	107	0	0	0
bcCOUW	479	98	1	22	1	357	82	0	0	0
bcENJB	473	108	5	18	0	342	93	0	0	0
bcESUN	467	90	6	20	5	346	79	0	0	0
bcBPUQ	461	107	2	23	1	328	98	0	0	0
bcHFIA	454	57	4	22	0	371	53	0	0	0
bcBAGP	448	97	5	25	1	320	90	0	0	0
bcFLZG	442	130	6	24	0	282	118	0	0	0
bcBLPZ	436	244	3	51	7	131	202	0	0	0
bcASWJ	431	93	6	31	1	300	95	0	0	0
bcBSNH	425	116	6	28	1	274	100	0	0	0
bcDBGK	420	111	2	10	3	294	110	0	0	0
bcFPHF	414	78	6	35	3	292	76	0	0	0
bcDNDB	409	99	4	19	0	287	83	0	0	0
bcDPPE	402	82	5	19	0	296	80	0	0	0
bcHKDV	396	70	3	16	0	307	62	0	0	0
bcBUGN	391	92	2	30	3	264	78	0	0	0
bcGXCZ	385	54	2	12	1	316	52	0	0	0
bcBBZN	379	68	4	15	2	290	66	0	0	0
bcELLA	373	95	4	27	1	246	86	0	0	0
bcERXT	367	67	5	13	0	282	66	0	0	0
bcBSKB	362	79	5	23	1	254	81	0	0	0
bcHZNP	356	96	4	12	0	244	77	0	0	0
bcDFYL	350	71	5	36	1	237	63	0	0	0
bcCYXM	344	71	5	13	2	253	69	0	0	0
bcBJPL	339	57	0	13	2	267	49	0	0	0
bcERHD	334	113	1	25	0	195	93	0	0	0
bcELFD	328	73	4	26	4	221	69	0	0	0
bcFRHS	322	101	1	14	1	205	79	0	0	0
bcCBKB	317	66	3	24	1	223	61	0	0	0
bcEWXP	312	59	3	19	1	230	54	0	0	0
bcAXSL	306	81	3	6	0	216	79	0	0	0
bcCVWX	301	85	3	13	0	200	74	0	0	0
bcDWEX	296	119	2	5	1	169	100	0	0	0
bcFUBM	290	64	1	23	1	201	54	0	0	0
bcGIKQ	285	75	2	14	0	194	63	0	0	0
bcHVEJ	280	64	0	9	2	205	50	0	0	0
bcHHOE	275	53	2	9	0	211	47	0	0	0
bcEQAK	270	40	1	13	1	215	36	0	0	0
bcHYVR	265	46	4	11	0	204	46	0	0	0
bcADTO	260	86	3	16	3	152	79	0	0	0
bcIGUZ	255	111	2	34	1	107	88	0	0	0
bcAWSW	251	51	1	8	1	190	46	0	0	0
bcEFKT	44581	18679	344	16375	932	8251	17556	0	0	0
bcGWQR	27119	18824	290	3119	76	4810	18683	0	0	0
bcFWGD	20598	14644	185	1797	62	3910	11389	0	0	0
bcETLT	16476	11340	165	1930	247	2794	9710	0	0	0
bcGPJP	13449	9022	131	1527	150	2619	8110	0	0	0
bcGEYP	11282	7652	114	1287	104	2125	6667	0	0	0
bcFZLF	9568	6408	102	1172	27	1859	6245	0	0	0
bcHLZV	7876	4472	104	946	25	2329	3572	0	0	0
bcBNKB	6387	4406	61	650	77	1193	3672	0	0	0
bcHENX	5130	3617	40	497	37	939	2465	0	0	0
bcCUPC	4277	2569	54	388	43	1223	2080	0	0	0
bcHFJA	3755	2044	25	292	24	1370	1585	0	0	0
bcGBVA	3248	1906	37	436	25	844	1464	0	0	0
bcHRXO	2851	1564	28	213	14	1032	1176	0	0	0
bcATKX	2552	772	19	129	15	1617	686	0	0	0
bcEXFG	2320	1343	19	316	13	629	914	0	0	0
bcHMBF	2149	314	16	61	4	1754	294	0	0	0
bcFSPL	1986	1007	20	188	14	757	774	0	0	0
bcEKRY	1871	372	15	59	2	1423	327	0	0	0
bcFDUG	1767	1022	11	209	17	508	733	0	0	0
bcGHZN	1685	891	18	216	10	550	626	0	0	0
bcADIZ	1608	1037	9	189	1	372	722	0	0	0
bcDKJV	1548	662	18	202	9	657	488	0	0	0
bcEVPN	1488	302	21	75	2	1088	305	0	0	0
bcICIH	1439	219	9	49	3	1159	184	0	0	0
bcGRPX	1397	296	6	62	4	1029	253	0	0	0
bcAOYR	1360	296	13	75	4	972	281	0	0	0
bcCBVX	1322	211	9	42	6	1054	182	0	0	0
bcCVUF	1286	252	7	42	6	979	244	0	0	0
bcAUYN	1255	702	15	106	8	424	512	0	0	0
bcHZOK	1228	247	12	40	6	923	214	0	0	0
bcDGOJ	1201	207	10	44	0	940	206	0	0	0
bcEVME	1176	224	16	49	1	886	190	0	0	0
bcDRTG	1152	582	10	59	13	488	415	0	0	0
bcGKNF	1130	207	12	53	1	857	197	0	0	0
bcHWGE	1109	173	11	30	2	893	172	0	0	0
bcHKSU	1090	195	8	23	2	862	173	0	0	0
bcDZMS	1073	202	13	48	3	807	180	0	0	0
bcDWPA	1054	641	7	84	2	320	440	0	0	0
bcHBEZ	1038	166	5	34	0	833	146	0	0	0
bcDKQT	1022	286	10	98	6	622	247	0	0	0
bcGQFJ	1006	372	11	65	5	553	302	0	0	0
bcGVRY	993	152	6	27	4	804	137	0	0	0
bcGHTW	978	621	13	138	2	204	465	0	0	0
bcAYCN	964	500	12	49	2	401	331	0	0	0
bcHQRM	952	184	8	42	2	716	171	0	0	0
bcGGFY	940	625	15	109	3	188	451	0	0	0
bcBOMB	927	168	10	43	3	703	142	0	0	0
bcHECS	916	199	7	55	2	653	182	0	0	0
bcEYXP	904	195	9	38	3	659	180	0	0	0
bcHUHG	894	187	14	53	6	634	158	0	0	0
bcBRYJ	883	144	10	50	2	677	127	0	0	0
bcDGAB	874	162	7	34	1	670	163	0	0	0
bcHMUT	863	188	7	48	3	617	161	0	0	0
bcAHRO	853	174	6	49	2	622	159	0	0	0
bcFDOO	843	161	6	33	1	642	134	0	0	0
bcDZIG	832	185	6	31	2	608	152	0	0	0
bcARCJ	823	442	8	104	6	263	328	0	0	0
bcCWRF	815	157	7	80	0	571	146	0	0	0
bcFXJP	807	139	5	40	1	622	125	0	0	0
bcEYSA	797	261	7	50	1	478	203	0	0	0
bcDEQW	789	157	10	35	0	587	146	0	0	0
bcCOIR	781	182	7	28	0	564	149	0	0	0
bcHIPH	773	169	3	46	3	552	145	0	0	0
bcAWAL	765	198	4	47	2	514	173	0	0	0
bcGUDE	757	155	9	52	1	540	143	0	0	0
bcEUQP	749	182	10	38	4	515	174	0	0	0
bcDGHU	740	153	6	37	3	541	146	0	0	0
bcHOGP	733	127	9	30	2	565	124	0	0	0
bcBMNU	725	419	11	75	3	217	327	0	0	0
bcHZZR	718	126	4	32	2	554	107	0	0	0
bcAKEJ	712	112	4	32	2	562	109	0	0	0
bcBGLH	705	143	9	32	2	519	141	0	0	0
bcGZIJ	698	134	4	41	1	518	118	0	0	0
bcDTMS	691	156	8	27	4	496	133	0	0	0
bcHCMT	684	135	5	24	2	518	136	0	0	0
bcAQPM	677	110	6	28	2	531	100	0	0	0
bcAVQS	670	97	6	25	2	540	96	0	0	0
bcCDTK	664	176	5	27	1	455	147	0	0	0
bcDPPM	657	143	10	41	0	463	137	0	0	0
bcGSCD	650	157	9	39	1	444	131	0	0	0
bcEKKJ	644	349	3	74	0	218	225	0	0	0
bcAQHE	638	142	8	28	0	460	130	0	0	0
bcCGIA	631	181	4	34	3	409	148	0	0	0
bcBLUD	624	97	6	19	2	500	86	0	0	0
bcDBXO	618	177	3	21	1	416	153	0	0	0
bcEZXZ	612	143	4	45	3	417	126	0	0	0
bcGGSU	605	107	4	32	0	462	99	0	0	0
bcHKKN	599	119	4	29	0	447	110	0	0	0
bcDJQG	592	110	4	24	2	452	111	0	0	0
bcEJMY	586	189	3	30	2	362	142	0	0	0
bcIEVI	580	139	2	23	1	415	114	0	0	0
bcFJDG	573	145	5	32	1	390	131	0	0	0
bcAHBH	566	126	3	30	3	404	98	0	0	0
bcDCFC	560	129	3	29	3	396	105	0	0	0
bcFUQA	553	303	8	68	2	172	197	0	0	0
bcHZEF	547	184	3	48	3	309	159	0	0	0
bcHYFD	540	172	8	41	3	316	157	0	0	0
bcFRPT	534	121	6	27	0	380	104	0	0	0
bcEEPI	528	110	7	11	2	398	104	0	0	0
bcANGJ	521	139	3	32	0	347	120	0	0	0
bcEDIB	515	123	1	34	1	356	115	0	0	0
bcHKUK	509	83	5	10	4	407	80	0	0	0
bcAMAU	503	113	6	26	2	356	104	0	0	0
bcEIPT	498	108	6	23	2	359	92	0	0	0
bcBTYC	491	143	5	29	2	312	138	0	0	0
bcFSHS	485	130	6	24	2	323	110	0	0	0
bcEJFL	479	107	3	21	0	348	98	0	0	0
bcEYFD	473	79	4	28	1	361	72	0	0	0
bcDPJH	467	249	6	64	2	146	197	0	0	0
bcHNGI	461	112	1	22	3	323	105	0	0	0
bcDTND	454	121	5	20	0	308	110	0	0	0
bcFDIL	448	89	2	9	0	348	74	0	0	0
bcHVNX	442	107	5	31	3	296	92	0	0	0
bcDTCM	436	209	7	45	1	174	164	0	0	0
bcFRFF	431	164	8	42	0	217	119	0	0	0
bcHJNQ	425	85	2	12	2	324	73	0	0	0
bcHFDN	420	98	3	67	0	252	83	0	0	0
bcBZFD	414	76	2	25	0	311	65	0	0	0
bcEDRC	409	112	3	22	1	271	101	0	0	0
bcIFPU	402	194	2	25	0	181	123	0	0	0
bcAKXI	396	66	2	19	0	309	57	0	0	0
bcGSGD	391	99	4	18	0	270	92	0	0	0
bcHUEB	385	163	0	22	1	199	134	0	0	0
bcFTMA	379	101	3	11	0	264	77	0	0	0
bcCYFC	373	225	5	48	3	92	143	0	0	0
bcEDTE	367	96	5	28	2	236	78	0	0	0
bcHBNF	362	72	6	23	1	260	71	0	0	0
bcBILY	356	73	4	20	2	257	67	0	0	0
bcGFXH	350	80	3	18	0	249	82	0	0	0
bcFKGE	344	83	4	24	1	232	75	0	0	0
bcCREK	339	71	2	13	1	252	68	0	0	0
bcAVIM	334	81	5	20	1	227	80	0	0	0
bcBRVV	328	167	5	35	0	121	115	0	0	0
bcEBIF	322	192	5	30	0	95	194	0	0	0
bcCPJG	317	68	4	22	1	222	65	0	0	0
bcGXQZ	312	64	3	15	0	230	59	0	0	0
bcADDO	306	96	1	20	0	189	85	0	0	0
bcGYMB	301	75	1	7	1	217	53	0	0	0
bcAQUK	296	158	5	35	1	97	121	0	0	0
bcBDLN	290	137	3	31	3	116	103	0	0	0
bcDFJO	285	66	5	9	1	204	63	0	0	0
bcFNKV	280	43	0	12	0	225	35	0	0	0
bcAYSN	275	141	5	42	6	81	106	0	0	0
bcHTTQ	270	64	5	10	0	191	64	0	0	0
bcGMYY	265	48	2	8	1	206	46	0	0	0
bcHUIN	260	70	2	12	2	174	49	0	0	0
bcFQCQ	255	50	4	12	1	188	44	0	0	0
bcDNIG	251	42	4	19	1	185	46	0	0	0
bcGEPI	44479	28725	458	4625	423	10248	30423	0	0	0
bcEQAR	27106	13378	246	7535	295	5652	12250	0	0	0
bcHXFR	20585	13216	203	1782	91	5293	10894	0	0	0
bcHILF	16475	6559	106	6257	244	3309	5618	0	0	0
bcHCAN	13438	8219	127	1413	65	3614	7786	0	0	0
bcEXKO	11279	7033	102	775	47	3322	5884	0	0	0
bcBDOH	9555	5311	87	1068	48	3041	4611	0	0	0
bcCSDK	7850	5256	74	942	34	1544	3955	0	0	0
bcFCMN	6387	2210	39	2586	112	1440	2214	0	0	0
bcAXHX	5129	2357	46	276	21	2429	1929	0	0	0
bcEUTM	4274	2948	49	384	10	883	2287	0	0	0
bcEFZK	3753	1797	34	1206	48	668	1385	0	0	0
bcEVMP	3243	1541	31	304	10	1357	1080	0	0	0
bcBOPS	2850	1830	29	365	27	599	1366	0	0	0
bcGUKA	2551	1477	23	300	9	742	1043	0	0	0
bcGDYS	2319	705	20	116	8	1470	519	0	0	0
bcICPA	2148	1365	25	306	17	435	968	0	0	0
bcHNSG	1985	1129	23	240	9	584	761	0	0	0
bcEROO	1870	1157	21	218	11	463	717	0	0	0
bcBDUJ	1766	1053	21	218	9	465	792	0	0	0
bcEXGU	1685	902	23	99	7	654	629	0	0	0
bcCKPO	1608	249	9	64	6	1280	227	0	0	0
bcGFTU	1548	663	20	107	10	748	501	0	0	0
bcDGNF	1487	872	12	179	4	420	672	0	0	0
bcEMTJ	1439	237	14	44	0	1144	207	0	0	0
bcHXLS	1397	239	19	54	2	1083	227	0	0	0
bcHJRN	1360	800	11	175	4	370	581	0	0	0
bcGBJC	1322	190	11	63	2	1056	189	0	0	0
bcENCR	1286	205	15	29	1	1036	179	0	0	0
bcAPPW	1255	448	17	105	4	681	353	0	0	0
bcGYQX	1228	256	15	53	3	901	236	0	0	0
bcETNL	1201	180	16	49	0	956	175	0	0	0
bcFZKY	1176	231	13	55	3	874	230	0	0	0
bcBZMH	1152	188	8	41	1	914	176	0	0	0
bcGEWS	1129	664	17	174	10	264	507	0	0	0
bcCQQA	1109	676	11	125	2	295	465	0	0	0
bcBMGP	1090	228	9	54	1	798	216	0	0	0
bcHESV	1073	175	11	32	1	854	165	0	0	0
bcCCRS	1054	185	10	41	1	817	172	0	0	0
bcIBGH	1038	206	7	50	4	771	165	0	0	0
bcDFGK	1022	161	7	32	2	820	155	0	0	0
bcGRZS	1006	260	5	54	3	684	206	0	0	0
bcEEHD	993	231	9	65	0	688	211	0	0	0
bcBLKN	978	635	7	141	3	192	443	0	0	0
bcCBFE	964	231	4	41	1	687	184	0	0	0
bcHVOD	952	182	5	42	2	721	136	0	0	0
bcFJPA	940	159	8	32	1	740	154	0	0	0
bcAWGZ	927	179	7	49	2	690	151	0	0	0
bcCRHE	916	451	6	80	1	378	301	0	0	0
bcBBXY	904	160	8	26	2	708	136	0	0	0
bcABWY	894	169	9	48	1	667	163	0	0	0
bcHVRM	883	561	15	71	2	234	421	0	0	0
bcALBD	874	174	6	32	2	660	154	0	0	0
bcECGK	863	175	6	37	1	644	149	0	0	0
bcFOEU	853	149	8	42	8	646	139	0	0	0
bcEGSA	843	497	11	113	4	218	328	0	0	0
bcAKAF	832	136	9	43	2	642	137	0	0	0
bcGDTF	823	137	5	29	5	647	114	0	0	0
bcBLMI	815	191	9	26	0	589	159	0	0	0
bcAAME	807	171	11	44	2	579	174	0	0	0
bcFSRK	797	261	11	42	0	483	217	0	0	0
bcDAQQ	789	143	9	27	1	609	138	0	0	0
bcHACJ	781	167	6	39	2	567	141	0	0	0
bcGSRV	773	453	10	126	1	183	310	0	0	0
bcCVSK	765	165	12	43	2	543	147	0	0	0
bcDBDG	757	156	4	44	0	553	124	0	0	0
bcFQMR	749	114	4	27	3	601	104	0	0	0
bcBXNL	740	124	9	27	1	579	116	0	0	0
bcFOIO	733	97	3	26	1	606	92	0	0	0
bcAUXT	725	153	10	31	0	531	135	0	0	0
bcBDGQ	718	160	5	41	2	510	148	0	0	0
bcBDIE	712	348	11	72	3	278	239	0	0	0
bcEGQF	705	181	11	41	2	470	163	0	0	0
bcHUOO	698	169	5	25	2	497	150	0	0	0
bcAMJY	691	138	8	44	3	498	129	0	0	0
bcAQVI	684	126	8	40	4	506	108	0	0	0
bcEFNK	677	179	0	13	2	483	117	0	0	0
bcHTKM	670	147	4	42	0	477	120	0	0	0
bcFOTF	664	363	4	107	4	186	253	0	0	0
bcGHVA	657	377	2	62	2	214	277	0	0	0
bcCSNL	650	375	7	103	5	160	294	0	0	0
bcHXLH	644	123	5	28	2	486	103	0	0	0
bcAJFP	638	144	7	41	2	444	132	0	0	0
bcAQUI	631	183	6	32	5	405	150	0	0	0
bcHCWL	624	130	10	86	0	398	129	0	0	0
bcBYBL	618	124	6	25	2	461	107	0	0	0
bcFJGP	612	144	1	32	6	429	131	0	0	0
bcEIGB	605	111	6	26	0	462	112	0	0	0
bcFATA	599	132	3	20	2	442	113	0	0	0
bcBSSF	592	164	7	35	1	385	162	0	0	0
bcDHAC	586	108	6	21	2	449	100	0	0	0
bcCACP	580	315	7	86	5	167	232	0	0	0
bcCUXJ	573	135	12	31	0	395	126	0	0	0
bcCRNF	566	141	6	26	2	391	129	0	0	0
bcGKHW	560	133	6	28	1	392	121	0	0	0
bcCMDY	553	95	6	16	1	435	88	0	0	0
bcFNMV	547	112	4	23	1	407	105	0	0	0
bcELFP	540	113	3	38	0	386	103	0	0	0
bcHNAK	534	143	7	20	1	363	127	0	0	0
bcFQQQ	528	97	5	30	1	395	94	0	0	0
bcGXAA	521	152	2	22	0	345	128	0	0	0
bcBGXX	515	86	5	26	2	396	80	0	0	0
bcDERW	509	351	6	46	6	100	239	0	0	0
bcCXFV	503	109	3	31	0	360	94	0	0	0
bcCXRJ	498	101	3	7	3	384	92	0	0	0
bcBDZA	492	116	8	18	4	346	114	0	0	0
bcEFRQ	485	116	3	29	2	335	101	0	0	0
bcEZLE	479	94	4	28	5	348	77	0	0	0
bcAOXQ	473	182	7	47	4	233	132	0	0	0
bcEUFI	467	277	4	46	3	137	184	0	0	0
bcCKFY	461	217	2	48	0	194	157	0	0	0
bcHSWJ	454	86	4	16	0	348	77	0	0	0
bcBCZH	448	84	4	15	2	343	80	0	0	0
bcDGKS	442	108	7	19	1	307	104	0	0	0
bcGYMW	436	157	6	16	1	256	113	0	0	0
bcGUOI	431	69	3	26	3	330	59	0	0	0
bcBBER	425	232	7	67	2	117	158	0	0	0
bcIFNR	420	210	7	12	2	189	144	0	0	0
bcAVUO	414	94	5	20	5	290	92	0	0	0
bcBESI	409	89	5	22	1	292	82	0	0	0
bcEQGB	402	86	3	15	2	296	81	0	0	0
bcAJMF	396	85	1	8	0	302	77	0	0	0
bcFVLW	390	93	3	17	2	275	75	0	0	0
bcGQOX	385	71	2	17	0	295	61	0	0	0
bcFWVJ	379	81	5	11	2	280	73	0	0	0
bcEYLU	373	64	3	19	3	284	55	0	0	0
bcDETS	367	79	5	24	1	258	74	0	0	0
bcHIAS	362	110	1	114	3	134	90	0	0	0
bcAEMW	356	102	3	12	4	235	86	0	0	0
bcHIYH	350	59	1	15	2	273	51	0	0	0
bcHRDF	344	64	3	18	1	258	64	0	0	0
bcDGRI	339	47	5	11	2	274	46	0	0	0
bcDLUX	334	62	3	15	0	254	53	0	0	0
bcEQVK	328	51	0	14	0	263	47	0	0	0
bcDJBD	322	66	5	17	1	233	65	0	0	0
bcFOGP	317	79	4	18	4	212	75	0	0	0
bcHHYN	312	139	5	41	1	126	111	0	0	0
bcFAQI	306	58	4	17	0	227	52	0	0	0
bcFJRM	301	132	3	33	0	133	103	0	0	0
bcDKZI	296	134	1	21	2	138	98	0	0	0
bcCPSK	290	162	4	36	1	87	116	0	0	0
bcBTBN	285	62	2	8	3	210	52	0	0	0
bcCZBR	280	49	1	12	0	218	46	0	0	0
bcCWIB	275	57	2	19	0	197	51	0	0	0
bcHBAT	270	121	5	10	2	132	90	0	0	0
bcDZBG	265	48	0	12	1	204	42	0	0	0
bcAPOX	260	52	2	15	1	190	41	0	0	0
bcCGAS	255	59	2	17	0	177	54	0	0	0
bcAWBG	251	103	3	16	0	129	74	0	0	0
bcBFCV	44450	9042	228	27460	1148	6572	9034	0	0	0
bcCLEW	27060	17594	291	3304	258	5613	17242	0	0	0
bcEBGQ	20581	13870	214	2523	274	3700	12776	0	0	0
bcDBXZ	16460	10255	138	1403	77	4587	10290	0	0	0
bcFHNL	13436	9282	139	1618	112	2285	8326	0	0	0
bcIIQP	11260	6858	146	1166	42	3048	5342	0	0	0
bcAWDA	9529	5568	72	1214	44	2631	4823	0	0	0
bcGZUW	7840	4575	72	503	24	2666	3455	0	0	0
bcIHMI	6378	3289	78	432	45	2534	2315	0	0	0
bcAQGZ	5118	3465	66	564	38	985	2808	0	0	0
bcGRSH	4270	2943	48	463	13	803	2218	0	0	0
bcHCNS	3751	2239	33	136	17	1326	1530	0	0	0
bcDEMT	3243	1585	25	317	13	1303	1357	0	0	0
bcCXCJ	2848	1717	27	360	9	735	1172	0	0	0
bcCBZE	2551	1638	29	267	9	608	1408	0	0	0
bcFJDA	2317	1475	18	319	5	500	1030	0	0	0
bcDDZO	2148	1178	15	48	4	903	841	0	0	0
bcEGJW	1985	736	14	138	8	1089	585	0	0	0
bcDHJU	1869	1216	13	231	3	406	874	0	0	0
bcDMXC	1765	378	20	81	4	1282	354	0	0	0
bcDZPA	1685	282	10	69	2	1322	276	0	0	0
bcCYRG	1607	770	14	206	8	609	525	0	0	0
bcEKCV	1547	260	17	59	3	1208	252	0	0	0
bcGRRX	1487	866	8	163	5	445	625	0	0	0
bcGQIZ	1438	256	11	46	4	1121	239	0	0	0
bcHLGE	1397	589	11	82	1	714	420	0	0	0
bcHMJB	1360	216	15	31	3	1095	196	0	0	0
bcHTIH	1322	185	10	69	4	1054	189	0	0	0
bcCXNI	1285	628	15	120	5	517	426	0	0	0
bcFWJT	1255	217	9	37	2	990	188	0	0	0
bcBIAP	1228	193	12	49	2	972	172	0	0	0
bcDDCT	1201	319	6	61	6	809	316	0	0	0
bcFVMH	1176	468	12	36	1	659	342	0	0	0
bcCYVV	1152	171	9	33	2	937	164	0	0	0
bcHEFW	1129	180	8	33	4	904	169	0	0	0
bcCIUC	1109	217	14	44	2	832	198	0	0	0
bcEMZR	1090	309	12	40	4	725	243	0	0	0
bcIAOQ	1073	200	7	43	2	821	188	0	0	0
bcHYHI	1054	192	15	45	1	801	187	0	0	0
bcGZAL	1038	167	10	31	4	826	156	0	0	0
bcHMOI	1021	146	11	43	3	818	133	0	0	0
bcCSJE	1006	170	9	34	4	789	153	0	0	0
bcICAC	993	184	10	26	1	772	166	0	0	0
bcEUIN	977	586	10	134	7	240	427	0	0	0
bcCKZJ	964	197	13	32	4	718	173	0	0	0
bcHMAP	951	159	12	34	4	742	142	0	0	0
bcIASA	939	230	12	40	1	656	182	0	0	0
bcEVIH	927	138	9	35	6	739	123	0	0	0
bcBMGV	916	242	6	34	3	631	211	0	0	0
bcCBUH	904	122	9	32	3	738	124	0	0	0
bcBXEP	894	208	8	50	1	627	183	0	0	0
bcAMJB	883	137	7	33	2	704	134	0	0	0
bcGUEE	874	522	9	90	3	250	362	0	0	0
bcGXHP	862	157	11	38	0	656	147	0	0	0
bcDXOH	853	129	5	24	2	693	120	0	0	0
bcDBLK	842	166	14	36	1	625	162	0	0	0
bcGNYE	832	183	6	34	5	604	171	0	0	0
bcFFRE	823	123	7	29	0	664	119	0	0	0
bcEWRI	815	212	11	39	0	553	191	0	0	0
bcEDLF	807	144	7	21	1	634	135	0	0	0
bcEIWJ	797	129	11	40	2	615	113	0	0	0
bcEUTX	788	140	6	41	2	599	129	0	0	0
bcHTUN	781	92	2	21	2	664	91	0	0	0
bcFJNF	773	108	8	29	0	628	98	0	0	0
bcCKUA	765	116	4	34	1	610	99	0	0	0
bcIHNP	757	183	13	39	1	521	160	0	0	0
bcACGN	749	150	8	42	1	548	141	0	0	0
bcCTPR	740	398	8	47	1	286	293	0	0	0
bcBUPR	733	245	1	61	4	422	190	0	0	0
bcHCXS	725	128	3	32	3	559	112	0	0	0
bcERCL	718	132	11	39	0	536	116	0	0	0
bcFAII	712	138	5	29	2	538	117	0	0	0
bcHCAE	705	139	0	37	4	525	127	0	0	0
bcHRRQ	698	162	7	35	2	492	146	0	0	0
bcGHHG	691	111	8	28	3	541	112	0	0	0
bcBIPX	684	153	5	29	2	495	135	0	0	0
bcBWUF	677	172	7	30	2	466	156	0	0	0
bcDQRG	670	162	2	39	3	464	139	0	0	0
bcHPQF	664	142	8	46	0	468	128	0	0	0
bcHYHG	657	411	4	69	5	168	315	0	0	0
bcBXWQ	650	139	10	26	0	475	127	0	0	0
bcDZUK	644	146	8	22	0	468	118	0	0	0
bcHETS	638	150	11	35	1	441	128	0	0	0
bcCVWE	631	117	5	28	3	478	101	0	0	0
bcFZDX	624	104	6	24	1	489	96	0	0	0
bcAZDL	618	147	8	35	1	427	136	0	0	0
bcDLLH	612	135	5	32	1	439	113	0	0	0
bcFLYF	605	122	6	41	1	435	120	0	0	0
bcABCS	599	133	6	28	2	430	127	0	0	0
bcDXLU	592	125	5	26	2	434	109	0	0	0
bcECBQ	586	152	8	26	3	397	138	0	0	0
bcBFYC	580	114	3	31	0	432	100	0	0	0
bcGALQ	573	128	5	32	3	405	109	0	0	0
bcGOLT	566	139	4	24	0	399	128	0	0	0
bcEOUB	560	94	7	28	2	429	87	0	0	0
bcFUVZ	553	191	2	43	3	314	150	0	0	0
bcFLUO	547	98	7	27	0	415	96	0	0	0
bcCAMI	540	311	5	52	3	169	190	0	0	0
bcCYHM	534	95	3	18	0	418	80	0	0	0
bcCKRB	528	94	6	14	1	413	86	0	0	0
bcGWTC	521	114	5	24	0	378	101	0	0	0
bcFAHB	515	198	6	58	2	251	182	0	0	0
bcBMQH	509	143	4	30	0	332	123	0	0	0
bcHKLT	503	264	6	54	0	179	190	0	0	0
bcBVFN	498	108	4	20	1	365	95	0	0	0
bcBTYH	491	97	6	19	3	366	100	0	0	0
bcHBOM	485	265	9	53	2	156	232	0	0	0
bcDEKJ	479	83	4	18	1	373	83	0	0	0
bcAYRX	473	91	6	17	0	359	86	0	0	0
bcBGFL	467	118	4	27	2	316	116	0	0	0
bcGFTT	461	110	6	23	0	322	91	0	0	0
bcERCP	454	95	3	16	0	340	77	0	0	0
bcHKVD	448	105	4	24	0	315	104	0	0	0
bcFZND	442	136	5	22	3	276	109	0	0	0
bcDYGM	436	73	9	18	1	335	74	0	0	0
bcGBKM	431	64	5	23	1	338	58	0	0	0
bcDKPZ	425	95	6	21	4	299	87	0	0	0
bcALGV	420	84	3	27	2	304	79	0	0	0
bcBMKL	414	177	4	36	2	195	137	0	0	0
bcHTSV	409	67	2	17	1	322	57	0	0	0
bcCVNJ	402	73	8	15	4	302	64	0	0	0
