Barcode	Reads	Reads with unique alignment	Reads with unique alignment within shorter distance of 3'-end	Reads with less than `m` multiple alignments	Reads with more than than `m` multiple alignments	Reads with no alignments	UMIFM	Ambig UMIFM (between 2 genes)	Ambig UMIFM (between 3 genes)	Ambig UMIFM (between more than 3 genes)
bcCMYP	724	150	4	39	2	529	129	0	0	0
bcDICN	717	194	2	34	0	487	165	0	0	0
bcGZSG	711	120	11	21	2	557	114	0	0	0
bcCEBC	704	158	4	34	1	507	140	0	0	0
bcFNUR	697	141	8	27	1	520	136	0	0	0
bcGLSY	690	153	6	29	2	500	142	0	0	0
bcGIXJ	683	136	8	33	0	506	131	0	0	0
bcEEPB	676	142	3	33	1	497	134	0	0	0
bcEWRY	669	145	2	39	4	479	117	0	0	0
bcFYWX	663	310	7	54	8	284	245	0	0	0
bcEDTT	656	140	8	53	0	455	132	0	0	0
bcHNTP	649	123	5	29	1	491	108	0	0	0
bcAOOC	643	115	5	24	1	498	99	0	0	0
bcFWNB	636	137	3	27	2	467	116	0	0	0
bcHIKP	630	105	7	27	1	490	91	0	0	0
bcGGHR	623	394	5	89	5	130	280	0	0	0
bcESYS	617	166	4	44	3	400	137	0	0	0
bcIBYT	611	133	0	30	1	447	121	0	0	0
bcBHXC	604	127	6	26	2	443	117	0	0	0
bcBMYP	597	124	5	26	2	440	115	0	0	0
bcDIGC	591	118	9	35	2	427	103	0	0	0
bcHHZP	585	115	9	20	0	441	101	0	0	0
bcHVPY	579	105	4	30	3	437	89	0	0	0
bcIEDQ	572	86	2	29	2	453	82	0	0	0
bcDRQR	565	112	13	18	2	420	117	0	0	0
bcHZTU	559	136	7	33	2	381	118	0	0	0
bcASHS	553	110	2	31	0	410	98	0	0	0
bcEXWV	546	333	7	51	2	153	212	0	0	0
bcEQPK	539	88	3	20	2	426	78	0	0	0
bcFBJQ	533	159	5	29	3	337	136	0	0	0
bcCCCB	526	292	3	61	1	169	205	0	0	0
bcHHUL	520	112	3	24	0	381	100	0	0	0
bcDEWN	514	104	3	25	1	381	96	0	0	0
bcFGUZ	508	165	6	47	0	290	139	0	0	0
bcBGYT	502	88	6	19	3	386	79	0	0	0
bcEBGK	496	140	8	22	0	326	138	0	0	0
bcGXIU	490	310	3	55	1	121	261	0	0	0
bcHCFL	484	111	3	35	4	331	97	0	0	0
bcGDVZ	478	135	8	18	0	317	112	0	0	0
bcBJQR	472	92	1	30	2	347	84	0	0	0
bcCOGQ	466	123	4	26	3	310	109	0	0	0
bcBYDE	460	231	4	30	1	194	151	0	0	0
bcFKXC	453	68	1	18	0	366	56	0	0	0
bcAGRG	447	114	3	21	1	308	98	0	0	0
bcDPFM	441	109	5	17	3	307	97	0	0	0
bcGHGX	435	79	4	15	0	337	80	0	0	0
bcCASW	430	106	8	23	1	292	85	0	0	0
bcHYKF	424	133	3	108	7	173	122	0	0	0
bcCXLR	419	89	4	16	1	309	64	0	0	0
bcICUQ	413	93	4	21	1	294	75	0	0	0
bcHSJJ	407	78	4	31	1	293	66	0	0	0
bcDYUD	401	106	5	25	0	265	103	0	0	0
bcDCSO	395	67	4	19	2	303	68	0	0	0
bcGJFC	389	98	7	10	0	274	94	0	0	0
bcHWXY	384	217	4	47	1	115	147	0	0	0
bcEAVF	378	146	7	37	5	183	130	0	0	0
bcHFDK	372	56	4	17	0	295	54	0	0	0
bcBDQB	366	77	10	18	0	261	74	0	0	0
bcAKVF	361	89	2	10	2	258	76	0	0	0
bcIFWJ	355	75	3	14	1	262	70	0	0	0
bcAQAR	349	94	3	14	1	237	76	0	0	0
bcHMTY	344	78	3	35	1	227	72	0	0	0
bcCBSH	338	76	0	22	1	239	55	0	0	0
bcGWEZ	333	200	4	46	0	83	166	0	0	0
bcDYJD	327	61	7	13	0	246	60	0	0	0
bcDEVQ	322	63	0	10	0	249	60	0	0	0
bcDMMW	316	72	2	17	2	223	61	0	0	0
bcFGZK	311	100	2	33	4	172	122	0	0	0
bcBTWW	306	68	4	9	0	225	62	0	0	0
bcGSHA	300	77	0	15	1	207	65	0	0	0
bcHKGS	295	58	1	14	1	221	51	0	0	0
bcIHFG	289	144	2	39	3	101	106	0	0	0
bcGHPH	284	66	4	17	1	196	64	0	0	0
bcBJEB	279	64	5	13	0	197	50	0	0	0
bcBWQK	274	74	1	54	3	142	62	0	0	0
bcGNPA	269	50	1	18	1	199	44	0	0	0
bcGFAF	264	63	3	15	1	182	63	0	0	0
bcGHWV	259	46	1	18	0	194	46	0	0	0
bcAMGH	255	143	0	36	1	75	111	0	0	0
bcFRXC	39839	24762	424	4708	393	9552	23989	0	0	0
bcEAEB	25520	17215	279	2984	349	4693	16438	0	0	0
bcAJLN	19778	13204	242	2590	69	3673	12088	0	0	0
bcFITM	15854	10726	184	2139	27	2778	9251	0	0	0
bcBMGH	13089	9067	106	1110	49	2757	8051	0	0	0
bcBDXN	10956	6171	95	644	56	3990	5616	0	0	0
bcBLIN	9264	6208	85	1190	51	1730	5031	0	0	0
bcGXFX	7518	4998	79	978	14	1449	4441	0	0	0
bcCYSZ	6160	4100	66	579	43	1372	3030	0	0	0
bcFDZG	4963	3247	45	619	19	1033	2578	0	0	0
bcGODU	4156	1742	32	399	23	1960	1322	0	0	0
bcHRWE	3663	2523	36	276	7	821	1954	0	0	0
bcGGNT	3170	1600	18	122	11	1419	1119	0	0	0
bcDXIK	2786	1865	35	323	12	551	1412	0	0	0
bcFJSD	2516	1618	28	293	19	558	1144	0	0	0
bcBTAY	2288	1566	20	271	16	415	1192	0	0	0
bcBBWO	2120	392	19	94	3	1612	381	0	0	0
bcEADE	1965	896	16	183	12	858	599	0	0	0
bcHQFW	1849	713	15	122	3	996	535	0	0	0
bcCLVO	1751	770	25	87	14	855	600	0	0	0
bcBSUZ	1669	321	17	48	0	1283	290	0	0	0
bcCBIE	1598	866	10	74	2	646	595	0	0	0
bcFIDZ	1538	938	15	217	8	360	693	0	0	0
bcHNCY	1477	873	14	185	11	394	662	0	0	0
bcHNVD	1431	296	17	79	6	1033	280	0	0	0
bcEYOU	1391	256	10	64	1	1060	202	0	0	0
bcDFAH	1352	765	18	130	3	436	545	0	0	0
bcGVUC	1316	211	8	45	4	1048	200	0	0	0
bcHAYD	1281	333	15	56	4	873	290	0	0	0
bcFMXG	1250	773	12	149	7	309	556	0	0	0
bcHAUM	1224	176	9	46	2	991	170	0	0	0
bcIEWB	1197	273	6	74	1	843	227	0	0	0
bcBOUE	1172	168	11	49	2	942	153	0	0	0
bcDGHK	1149	694	7	155	6	287	510	0	0	0
bcGENS	1126	785	11	60	6	264	544	0	0	0
bcFSQM	1106	174	11	57	0	864	162	0	0	0
bcCGUD	1087	156	8	35	2	886	145	0	0	0
bcFJLY	1070	205	7	55	4	799	183	0	0	0
bcBYSS	1051	211	16	42	2	780	208	0	0	0
bcHQMN	1035	218	7	41	2	767	190	0	0	0
bcBOBD	1019	188	10	44	2	775	175	0	0	0
bcDIZL	1003	225	8	32	0	738	176	0	0	0
bcGWWV	989	175	7	53	2	752	153	0	0	0
bcHHUB	975	170	10	36	2	757	164	0	0	0
bcGVTL	961	204	4	41	4	708	190	0	0	0
bcGZMM	949	202	8	53	1	685	185	0	0	0
bcIGKY	938	212	7	27	4	688	197	0	0	0
bcAFNM	925	169	11	30	4	711	166	0	0	0
bcCWPK	914	176	5	31	0	702	147	0	0	0
bcHOVL	902	164	4	39	1	694	142	0	0	0
bcGJYY	892	165	10	38	0	679	163	0	0	0
bcGPAZ	882	143	9	40	0	690	128	0	0	0
bcCZIR	872	557	8	115	9	183	418	0	0	0
bcBPAC	861	142	5	37	4	673	126	0	0	0
bcDBDO	851	179	6	46	0	620	160	0	0	0
bcECDS	841	175	3	36	0	627	149	0	0	0
bcGPNM	830	176	6	34	1	613	153	0	0	0
bcADUC	821	127	13	25	3	653	130	0	0	0
bcFVBG	813	181	9	45	3	575	147	0	0	0
bcGORC	805	187	5	73	3	537	160	0	0	0
bcAMKN	796	218	9	38	1	530	189	0	0	0
bcIHBA	787	172	7	40	7	561	148	0	0	0
bcGUUC	780	149	5	30	4	592	144	0	0	0
bcEBJL	771	151	8	33	1	578	143	0	0	0
bcCVBY	764	158	14	45	1	546	147	0	0	0
bcFDFC	756	425	7	81	6	237	305	0	0	0
bcGNCJ	747	144	5	30	2	566	139	0	0	0
bcFOYJ	739	384	5	36	4	310	254	0	0	0
bcHAOR	732	144	10	34	2	542	133	0	0	0
bcGAGK	724	165	5	25	2	527	132	0	0	0
bcCBLI	717	109	11	28	3	566	108	0	0	0
bcAPDL	711	154	10	31	2	514	136	0	0	0
bcCGXA	704	175	7	28	1	493	150	0	0	0
bcDDMB	697	197	4	39	3	454	175	0	0	0
bcBKEW	690	152	9	27	2	500	145	0	0	0
bcBDLJ	683	435	7	73	1	167	285	0	0	0
bcAIWE	676	125	6	23	1	521	122	0	0	0
bcGRJS	669	146	4	25	1	493	133	0	0	0
bcFUDA	663	107	8	31	2	515	102	0	0	0
bcAXSK	656	130	10	21	3	492	125	0	0	0
bcCKTM	649	136	6	30	2	475	126	0	0	0
bcDFPF	643	165	7	29	2	440	143	0	0	0
bcEPCA	636	140	9	21	2	464	128	0	0	0
bcFPYP	630	132	7	27	3	461	134	0	0	0
bcDKVF	623	112	10	22	1	478	98	0	0	0
bcEFVH	617	128	6	20	3	460	114	0	0	0
bcIBSG	611	104	4	29	2	472	96	0	0	0
bcDUZP	604	114	3	30	1	456	100	0	0	0
bcBJCD	597	123	5	43	3	423	106	0	0	0
bcBPVJ	591	124	5	33	2	427	111	0	0	0
bcEIAG	585	164	6	159	10	246	139	0	0	0
bcACPP	579	102	5	32	2	438	98	0	0	0
bcECKT	572	101	8	22	1	440	97	0	0	0
bcGWNK	565	137	5	33	2	388	116	0	0	0
bcDVDH	559	107	3	28	0	421	99	0	0	0
bcADPW	552	110	3	18	1	420	100	0	0	0
bcFFMJ	546	310	8	83	3	142	225	0	0	0
bcCIOO	539	85	4	23	3	424	80	0	0	0
bcHCQE	533	130	6	41	5	351	102	0	0	0
bcARYW	526	74	4	22	1	425	73	0	0	0
bcAAIW	520	111	8	20	2	379	120	0	0	0
bcCYDA	514	336	3	57	9	109	243	0	0	0
bcANTM	508	106	5	20	0	377	97	0	0	0
bcEHKZ	502	288	6	68	2	138	212	0	0	0
bcIJID	496	141	7	20	1	327	132	0	0	0
bcDIHQ	490	115	5	25	2	343	97	0	0	0
bcHBIW	484	113	4	63	0	304	102	0	0	0
bcFVHS	478	114	4	30	1	329	99	0	0	0
bcAEWJ	472	92	2	19	1	358	90	0	0	0
bcADKI	466	68	2	15	0	381	60	0	0	0
bcEOAJ	460	101	1	10	3	345	87	0	0	0
bcCBSA	453	68	7	25	6	347	64	0	0	0
bcADRZ	447	256	4	66	0	121	186	0	0	0
bcFWLL	441	75	7	26	1	332	77	0	0	0
bcEZVM	435	107	3	25	1	299	96	0	0	0
bcBRRB	430	99	2	15	1	313	92	0	0	0
bcHWLU	424	108	2	20	1	293	92	0	0	0
bcBAWX	419	94	5	18	2	300	83	0	0	0
bcHCGS	413	104	3	20	4	282	85	0	0	0
bcAACQ	407	86	3	18	1	299	80	0	0	0
bcAGJI	401	76	1	20	3	301	73	0	0	0
bcFUCO	395	102	3	19	0	271	81	0	0	0
bcCIIC	389	77	4	17	0	291	77	0	0	0
bcBQOA	384	59	4	8	0	313	49	0	0	0
bcBZKL	378	88	5	21	0	264	76	0	0	0
bcCPIJ	372	70	4	14	1	283	66	0	0	0
bcAQTN	366	92	6	16	0	252	69	0	0	0
bcGBLM	361	68	3	26	0	264	64	0	0	0
bcFQOP	355	125	1	21	1	207	96	0	0	0
bcGTHC	349	92	4	18	2	233	76	0	0	0
bcFMUP	344	111	1	14	0	218	80	0	0	0
bcBTAU	338	35	6	18	1	278	38	0	0	0
bcBDYQ	333	59	5	14	0	255	61	0	0	0
bcADPD	327	60	6	25	0	236	63	0	0	0
bcAHVC	322	175	6	42	1	98	134	0	0	0
bcGXHW	316	88	1	25	0	202	73	0	0	0
bcHFUD	311	63	2	18	0	228	57	0	0	0
bcBJGD	305	168	5	28	0	104	126	0	0	0
bcAXSA	300	64	0	11	0	225	56	0	0	0
bcGATS	295	96	2	29	3	165	76	0	0	0
bcAWUB	289	49	3	31	2	204	48	0	0	0
bcGIPM	284	75	3	25	2	179	73	0	0	0
bcELZJ	279	85	3	14	0	177	78	0	0	0
bcFUKA	274	72	4	12	0	186	56	0	0	0
bcFWBI	269	64	0	7	0	198	49	0	0	0
bcFCPV	264	116	2	82	4	60	101	0	0	0
bcEDZH	259	136	2	21	0	100	113	0	0	0
bcECHY	255	146	2	42	1	64	109	0	0	0
bcEQXT	39816	26684	473	5011	128	7520	27900	0	0	0
bcETWR	25517	16979	248	3206	257	4827	16103	0	0	0
bcEKKS	19649	13492	202	2598	56	3301	11344	0	0	0
bcGVOS	15850	10673	155	1909	54	3059	8512	0	0	0
bcDIXD	13082	7708	152	1361	83	3778	6634	0	0	0
bcGXCS	10936	3349	83	5120	246	2138	3100	0	0	0
bcFQAC	9254	6071	106	1167	109	1801	5448	0	0	0
bcGMVG	7516	4835	79	681	29	1892	3926	0	0	0
bcIHMQ	6159	3748	52	771	17	1571	2818	0	0	0
bcDLCD	4951	3345	52	439	18	1097	2403	0	0	0
bcAUWD	4153	2763	59	417	19	895	2317	0	0	0
bcDVLN	3663	2495	52	368	8	740	1799	0	0	0
bcDFTQ	3166	1626	26	327	11	1176	1256	0	0	0
bcBWCS	2783	1766	30	403	14	570	1436	0	0	0
bcGCJJ	2515	1503	23	99	10	880	1094	0	0	0
bcHQOP	2286	798	18	138	26	1306	641	0	0	0
bcHABU	2120	485	14	94	7	1520	403	0	0	0
bcFMVI	1964	1083	14	205	3	659	776	0	0	0
bcIHMA	1848	589	15	87	5	1152	457	0	0	0
bcDNFV	1751	739	13	159	8	832	562	0	0	0
bcEUJF	1669	653	9	660	25	322	491	0	0	0
bcGMTR	1597	415	11	108	3	1060	333	0	0	0
bcDZHB	1537	290	19	80	6	1142	265	0	0	0
bcDKQF	1477	319	17	65	2	1074	284	0	0	0
bcCZZL	1431	830	18	182	4	397	588	0	0	0
bcHSBD	1391	246	13	65	3	1064	240	0	0	0
bcHBZN	1352	221	15	48	4	1064	202	0	0	0
bcAIGN	1315	800	15	184	5	311	616	0	0	0
bcHJHU	1281	312	11	60	3	895	268	0	0	0
bcFSML	1250	711	13	165	6	355	530	0	0	0
bcGREM	1224	646	16	83	8	471	435	0	0	0
bcENJT	1197	196	11	49	2	939	184	0	0	0
bcADZR	1171	175	10	36	5	945	168	0	0	0
bcEGAF	1149	198	7	37	2	905	171	0	0	0
bcIJTZ	1126	506	12	61	12	535	351	0	0	0
bcFOCT	1106	170	5	51	2	878	139	0	0	0
bcAUDZ	1087	239	8	50	6	784	207	0	0	0
bcEAFW	1070	233	14	61	3	759	226	0	0	0
bcDZWW	1051	226	3	39	1	782	199	0	0	0
bcBGYN	1035	162	11	46	3	813	155	0	0	0
bcDVXM	1019	627	6	108	11	267	427	0	0	0
bcDDON	1003	202	11	27	1	762	181	0	0	0
bcAMLT	989	355	11	36	3	584	262	0	0	0
bcCKQX	975	160	18	38	1	758	156	0	0	0
bcFXDM	961	205	9	67	0	680	189	0	0	0
bcFXOC	949	140	10	35	1	763	137	0	0	0
bcBINC	938	222	8	39	2	667	206	0	0	0
bcCBKL	925	196	9	36	1	683	180	0	0	0
bcAPSK	914	167	5	37	1	704	146	0	0	0
bcEORX	902	173	7	32	3	687	149	0	0	0
bcBHKI	892	194	9	48	2	639	175	0	0	0
bcAHPZ	882	180	10	30	2	660	175	0	0	0
bcCVZH	872	153	5	34	2	678	140	0	0	0
bcDGMR	861	206	13	42	1	599	199	0	0	0
bcFUMR	851	170	3	33	1	644	152	0	0	0
bcDJUP	841	495	11	87	1	247	407	0	0	0
bcDIDE	830	223	6	52	6	543	187	0	0	0
bcHLRQ	821	143	7	31	3	637	135	0	0	0
bcHHNV	813	509	7	108	1	188	402	0	0	0
bcCIEG	805	172	5	31	3	594	155	0	0	0
bcDMGP	796	143	3	22	4	624	121	0	0	0
bcAASV	787	119	7	45	1	615	110	0	0	0
bcHIYO	780	152	9	39	2	578	142	0	0	0
bcEDRL	771	153	8	32	0	578	153	0	0	0
bcEEFP	764	151	5	45	1	562	132	0	0	0
bcEWCB	756	249	6	49	1	451	197	0	0	0
bcBXYR	747	151	6	37	1	552	130	0	0	0
bcCDIU	739	115	2	29	4	589	104	0	0	0
bcEYQV	732	188	8	23	1	512	160	0	0	0
bcBHYF	724	183	12	57	0	472	155	0	0	0
bcEZGY	717	136	5	31	3	542	125	0	0	0
bcAWOK	711	185	13	31	2	480	162	0	0	0
bcEXRQ	704	146	5	35	4	514	136	0	0	0
bcICAW	697	144	11	27	1	514	134	0	0	0
bcDOIE	690	130	10	23	1	526	112	0	0	0
bcANWV	683	155	3	43	2	480	149	0	0	0
bcHOKF	676	158	6	45	0	467	135	0	0	0
bcAWNU	669	116	10	40	1	502	104	0	0	0
bcFPJD	663	174	10	37	2	440	151	0	0	0
bcFFYF	656	152	4	40	0	460	144	0	0	0
bcEETU	649	147	10	28	2	462	137	0	0	0
bcEADW	643	141	4	26	3	469	113	0	0	0
bcCVQQ	636	151	11	34	0	440	138	0	0	0
bcEEWV	630	102	7	30	0	491	99	0	0	0
bcHJLT	623	127	5	35	2	454	109	0	0	0
bcDRBG	617	171	7	27	1	411	142	0	0	0
bcFHUE	611	320	5	24	2	260	224	0	0	0
bcAQAM	604	164	11	35	0	394	162	0	0	0
bcGIWD	597	138	4	44	5	406	117	0	0	0
bcGMBX	591	118	6	24	2	441	116	0	0	0
bcAZRW	585	101	4	33	1	446	100	0	0	0
bcFULJ	578	122	7	24	2	423	122	0	0	0
bcGGPS	572	111	5	25	1	430	105	0	0	0
bcEWWS	565	318	3	60	4	180	207	0	0	0
bcECHA	559	138	6	26	1	388	129	0	0	0
bcEEDE	552	100	3	28	1	420	92	0	0	0
bcHTFJ	546	110	5	26	0	405	98	0	0	0
bcENPE	539	131	8	27	1	372	115	0	0	0
bcDCWY	533	91	3	25	1	413	81	0	0	0
bcFXAY	526	98	5	24	2	397	90	0	0	0
bcCXAW	520	95	5	26	4	390	85	0	0	0
bcDVXW	514	109	7	22	1	375	98	0	0	0
bcEDZC	508	139	1	27	0	341	120	0	0	0
bcDGQJ	502	76	1	20	0	405	71	0	0	0
bcDJGC	496	96	4	14	0	382	77	0	0	0
bcFCJS	490	131	6	27	3	323	124	0	0	0
bcHMNH	484	281	8	56	1	138	192	0	0	0
bcAZIG	478	303	3	65	2	105	232	0	0	0
bcENJP	472	123	4	31	1	313	103	0	0	0
bcELHZ	466	76	5	18	2	365	67	0	0	0
bcHOPJ	460	251	2	70	3	134	183	0	0	0
bcIDMR	453	96	4	25	0	328	85	0	0	0
bcBAYK	447	228	1	83	0	135	173	0	0	0
bcFHHX	441	127	5	32	1	276	109	0	0	0
bcFKGI	435	116	6	24	2	287	94	0	0	0
bcENKB	430	101	3	11	1	314	90	0	0	0
bcCBOV	424	73	8	26	1	316	71	0	0	0
bcIHVV	419	76	1	12	1	329	64	0	0	0
bcFYAO	413	94	7	18	0	294	85	0	0	0
bcEEMB	407	116	5	20	6	260	107	0	0	0
bcBDIG	401	77	9	26	1	288	84	0	0	0
bcHBMW	395	69	3	22	1	300	63	0	0	0
bcBNTA	389	103	6	25	0	255	91	0	0	0
bcARWJ	383	109	1	26	5	242	83	0	0	0
bcESWK	377	69	2	24	2	280	62	0	0	0
bcCDAN	372	209	4	36	0	123	150	0	0	0
bcHFRW	366	186	4	46	1	129	137	0	0	0
bcDGPF	361	131	3	44	3	180	105	0	0	0
bcECLR	355	69	4	14	2	266	69	0	0	0
bcHJZS	349	62	0	15	0	272	58	0	0	0
bcFUDF	344	91	2	16	1	234	85	0	0	0
bcDSOR	338	100	6	21	0	211	88	0	0	0
bcGPKX	333	89	1	33	0	210	72	0	0	0
bcCWDT	327	63	4	27	5	228	64	0	0	0
bcCWVA	322	76	3	18	1	224	66	0	0	0
bcAGTN	316	65	3	12	1	235	63	0	0	0
bcABQS	311	54	1	14	0	242	50	0	0	0
bcFMBW	305	70	1	25	0	209	62	0	0	0
bcHRCG	300	55	5	16	0	224	55	0	0	0
bcGFJA	295	60	1	17	0	217	50	0	0	0
bcAZKV	289	121	4	8	2	154	98	0	0	0
bcFELP	284	162	3	13	1	105	119	0	0	0
bcAVXC	279	70	2	19	1	187	73	0	0	0
bcIHWO	274	87	2	17	1	167	72	0	0	0
bcERES	269	80	2	10	1	176	66	0	0	0
bcHJJP	264	51	7	9	0	197	49	0	0	0
bcECTY	259	139	6	45	2	67	111	0	0	0
bcHPVM	254	143	5	25	4	77	95	0	0	0
bcIBKJ	39417	26642	422	3855	157	8341	25108	0	0	0
bcHKSH	25484	16993	243	2362	100	5786	15586	0	0	0
bcHOXV	19631	13108	192	2322	198	3811	11874	0	0	0
bcGRGH	15845	10483	155	1587	71	3549	8799	0	0	0
bcHHVP	13077	8580	137	1422	45	2893	7729	0	0	0
bcDZPO	10919	7505	130	1267	16	2001	6315	0	0	0
bcFSFQ	9252	5929	94	1140	29	2060	4713	0	0	0
bcHHRN	7502	4866	63	1026	12	1535	4387	0	0	0
bcEKEG	6154	3131	52	503	42	2426	2236	0	0	0
bcENWO	4945	1540	35	353	21	2996	1364	0	0	0
bcEADS	4151	1933	127	1124	18	949	1501	0	0	0
bcBERC	3661	2621	45	300	13	682	1871	0	0	0
bcHMYI	3163	1700	41	143	27	1252	1253	0	0	0
bcDIFF	2782	1902	21	329	23	507	1315	0	0	0
bcHOEL	2514	1122	27	118	14	1233	877	0	0	0
bcICTN	2286	1443	22	332	10	479	1045	0	0	0
bcCZBJ	2119	421	23	120	3	1552	395	0	0	0
bcHKTY	1964	1174	22	277	13	478	824	0	0	0
bcBJNN	1848	588	13	826	34	387	501	0	0	0
bcADTH	1751	1012	25	210	6	498	783	0	0	0
bcHUJT	1669	230	13	53	2	1371	205	0	0	0
bcEZAJ	1597	475	12	59	1	1050	323	0	0	0
bcERXL	1537	298	17	78	4	1140	278	0	0	0
bcCLGV	1476	274	11	44	8	1139	262	0	0	0
bcHAOK	1431	833	18	192	10	378	525	0	0	0
bcBMVV	1391	239	9	49	4	1090	227	0	0	0
bcCRLG	1352	259	15	49	4	1025	234	0	0	0
bcFUYT	1315	390	15	58	5	847	287	0	0	0
bcFAJK	1280	224	6	69	3	978	198	0	0	0
bcCDPU	1249	204	6	40	1	998	184	0	0	0
bcFUOI	1224	646	8	88	6	476	425	0	0	0
bcCJVI	1197	717	7	162	10	301	525	0	0	0
bcDRBY	1171	753	5	123	2	288	515	0	0	0
bcEYSC	1149	739	17	149	10	234	561	0	0	0
bcHBCM	1126	176	10	50	6	884	154	0	0	0
bcGFGT	1106	718	12	118	6	252	518	0	0	0
bcCWTB	1087	571	14	152	4	346	397	0	0	0
bcGZVP	1070	168	12	45	1	844	161	0	0	0
bcBKNA	1051	179	11	31	1	829	177	0	0	0
bcESCV	1035	599	12	158	9	257	435	0	0	0
bcGDEI	1019	648	7	132	5	227	505	0	0	0
bcGWQQ	1003	557	6	224	8	208	410	0	0	0
bcFIOP	989	237	11	47	2	692	195	0	0	0
bcHEOF	975	141	12	27	4	791	140	0	0	0
bcDLUW	961	178	4	34	4	741	158	0	0	0
bcDPJA	949	217	6	43	3	680	194	0	0	0
bcEVAX	938	265	6	42	1	624	198	0	0	0
bcCGPP	925	155	6	40	2	722	131	0	0	0
bcEWWP	914	221	3	54	1	635	179	0	0	0
bcICIQ	902	151	9	24	1	717	138	0	0	0
bcIEFL	892	156	9	37	0	690	140	0	0	0
bcFTMI	882	167	10	39	2	664	154	0	0	0
bcIHJL	872	186	14	35	2	635	164	0	0	0
bcGYVE	861	152	6	26	2	675	144	0	0	0
bcAWNT	851	145	8	26	1	671	125	0	0	0
bcBVFP	841	168	4	35	3	631	144	0	0	0
bcGSTV	830	380	5	103	4	338	270	0	0	0
bcDTAG	821	450	5	119	7	240	332	0	0	0
bcFMWF	813	186	10	46	2	569	163	0	0	0
bcIHCR	805	186	2	41	1	575	152	0	0	0
bcCXAD	796	159	5	41	1	590	132	0	0	0
bcIAOH	787	132	12	24	1	618	121	0	0	0
bcDMUC	780	173	7	39	2	559	164	0	0	0
bcEPXU	771	117	3	22	2	627	98	0	0	0
bcAPGH	764	160	8	36	6	554	143	0	0	0
bcDRXL	756	143	3	22	1	587	121	0	0	0
bcFIYE	747	170	2	42	3	530	148	0	0	0
bcFIAN	739	513	20	72	1	133	358	0	0	0
bcGSLW	731	127	3	30	1	570	102	0	0	0
bcGUFV	724	152	5	27	0	540	125	0	0	0
bcALFC	717	365	5	91	6	250	274	0	0	0
bcDODD	711	138	4	36	3	530	128	0	0	0
bcHORF	704	137	12	45	0	510	121	0	0	0
bcGUNG	697	127	5	35	0	530	107	0	0	0
bcEMLX	690	153	6	24	3	504	141	0	0	0
bcBOCG	683	158	5	30	5	485	134	0	0	0
bcFXCB	676	227	7	44	2	396	209	0	0	0
bcAJCA	669	142	5	39	2	481	138	0	0	0
bcBLVM	663	142	10	29	2	480	131	0	0	0
bcDQEM	656	103	4	28	3	518	92	0	0	0
bcGSCO	649	427	8	74	2	138	284	0	0	0
bcCBPQ	643	110	5	33	2	493	97	0	0	0
bcEROL	636	122	4	19	4	487	103	0	0	0
bcBIVL	630	110	11	21	4	484	105	0	0	0
bcFGUI	623	119	8	14	2	480	109	0	0	0
bcBNGZ	617	114	9	30	1	463	106	0	0	0
bcFOPD	611	149	9	28	3	422	136	0	0	0
bcGHCF	604	125	12	22	2	443	122	0	0	0
bcFAHY	597	130	5	27	0	435	110	0	0	0
bcDQFN	591	114	2	30	0	445	105	0	0	0
bcFGLS	585	141	3	26	2	413	114	0	0	0
bcEBWT	578	250	3	46	1	278	197	0	0	0
bcFTQI	572	150	5	27	4	386	123	0	0	0
bcIGMR	565	107	8	26	2	422	99	0	0	0
bcENVW	559	130	7	33	3	386	123	0	0	0
bcEJMA	552	191	3	31	1	326	141	0	0	0
bcAOGX	546	87	7	16	2	434	80	0	0	0
bcBCCA	539	132	2	39	0	366	124	0	0	0
bcDQSV	533	108	7	36	2	380	98	0	0	0
bcHUGE	526	122	10	34	1	359	104	0	0	0
bcAZNZ	520	118	5	30	1	366	104	0	0	0
bcEWMK	514	108	2	21	2	381	98	0	0	0
bcDYSH	508	117	4	28	1	358	110	0	0	0
bcETRA	502	346	0	56	1	99	217	0	0	0
bcBWRN	496	110	2	17	2	365	95	0	0	0
bcDFYE	490	119	7	28	1	335	107	0	0	0
bcGEOZ	484	95	1	26	2	360	81	0	0	0
bcEAWR	478	130	6	16	2	324	111	0	0	0
bcCUGX	472	115	4	33	1	319	106	0	0	0
bcFZYN	466	113	1	19	3	330	91	0	0	0
bcGBLE	460	69	5	19	1	366	69	0	0	0
bcDIBT	453	119	5	21	1	307	105	0	0	0
bcFAHD	447	109	4	29	0	305	93	0	0	0
bcDAKL	441	75	3	29	0	334	72	0	0	0
bcFKYC	435	63	5	14	1	352	62	0	0	0
bcFZCN	430	131	1	18	0	280	114	0	0	0
bcBTDI	424	75	9	27	1	312	77	0	0	0
bcGHLO	419	99	4	18	1	297	94	0	0	0
bcGFGM	413	76	14	14	1	308	72	0	0	0
bcEPQL	407	104	3	18	3	279	96	0	0	0
bcHVMY	401	63	3	22	0	313	60	0	0	0
bcCHMB	395	76	2	21	0	296	74	0	0	0
bcFATE	389	97	3	22	3	264	87	0	0	0
bcGXYG	383	85	3	23	3	269	88	0	0	0
bcCTIJ	377	71	0	23	1	282	56	0	0	0
bcGJJE	372	91	2	21	0	258	80	0	0	0
bcFHSE	366	95	1	16	2	252	84	0	0	0
