Barcode	Reads	Reads with unique alignment	Reads with unique alignment within shorter distance of 3'-end	Reads with less than `m` multiple alignments	Reads with more than than `m` multiple alignments	Reads with no alignments	UMIFM	Ambig UMIFM (between 2 genes)	Ambig UMIFM (between 3 genes)	Ambig UMIFM (between more than 3 genes)
bcCHIT	1080	110	9	28	3	930	111	0	0	0
bcBEUT	1059	120	10	34	0	895	123	0	0	0
bcBCVB	1042	103	8	35	2	894	108	0	0	0
bcGZAW	1023	564	8	113	5	333	481	0	0	0
bcAUGZ	1006	113	5	17	2	869	107	0	0	0
bcICKV	992	99	2	24	1	866	100	0	0	0
bcFMRM	977	88	10	28	1	850	92	0	0	0
bcCRQA	962	91	10	24	2	835	97	0	0	0
bcEXTR	948	71	11	25	2	839	80	0	0	0
bcHMWW	935	465	7	95	6	362	398	0	0	0
bcFNWK	923	86	7	21	1	808	92	0	0	0
bcGTZW	910	63	4	31	2	810	64	0	0	0
bcFEOJ	898	84	8	30	2	774	88	0	0	0
bcDPRZ	885	99	6	26	5	749	100	0	0	0
bcDFLM	872	125	5	28	1	713	128	0	0	0
bcHPMN	862	109	12	30	1	710	119	0	0	0
bcHSLN	851	166	3	29	1	652	155	0	0	0
bcGYBW	841	112	7	20	2	700	108	0	0	0
bcBXXL	830	446	12	84	4	284	396	0	0	0
bcHUJN	820	68	13	22	4	713	75	0	0	0
bcAWVQ	809	144	7	41	0	617	140	0	0	0
bcHIPP	798	106	9	25	1	657	102	0	0	0
bcHOEL	789	61	3	19	0	706	62	0	0	0
bcIJWO	779	79	6	22	0	672	79	0	0	0
bcDXRS	770	92	6	30	2	640	92	0	0	0
bcEVYX	762	72	13	12	1	664	81	0	0	0
bcAMSP	752	93	5	24	1	629	94	0	0	0
bcFOLZ	742	102	9	20	0	611	104	0	0	0
bcALGD	734	70	9	25	1	629	77	0	0	0
bcBKEQ	724	76	9	15	1	623	79	0	0	0
bcGRZM	717	83	8	22	3	601	90	0	0	0
bcEOFE	709	90	10	17	1	591	94	0	0	0
bcFJRE	701	78	13	15	2	593	91	0	0	0
bcCVQZ	694	70	5	21	1	597	73	0	0	0
bcIBLF	686	83	7	11	0	585	88	0	0	0
bcBHNC	680	85	1	15	3	576	84	0	0	0
bcGIRE	672	75	3	13	1	580	76	0	0	0
bcEXAQ	664	68	6	15	4	571	73	0	0	0
bcHONT	656	87	7	20	1	541	85	0	0	0
bcHUIV	649	61	3	16	0	569	56	0	0	0
bcDAIK	642	105	3	20	0	514	96	0	0	0
bcBNOZ	635	95	2	25	0	513	88	0	0	0
bcGZVW	628	255	12	81	6	274	216	0	0	0
bcDZGS	621	96	9	32	2	482	100	0	0	0
bcCYLI	614	101	9	28	0	476	98	0	0	0
bcHKOC	608	110	11	12	0	475	107	0	0	0
bcGCQF	601	76	5	15	2	503	78	0	0	0
bcFPQT	595	78	4	18	0	495	74	0	0	0
bcEXXD	588	222	5	55	6	300	189	0	0	0
bcAEGL	580	285	6	68	2	219	242	0	0	0
bcCWBO	573	66	7	25	2	473	68	0	0	0
bcAWVC	566	76	8	12	0	470	77	0	0	0
bcAGMA	560	79	1	9	1	470	78	0	0	0
bcDCMO	554	90	7	11	0	446	81	0	0	0
bcFUSH	547	71	10	16	0	450	66	0	0	0
bcGPJK	540	82	6	22	1	429	81	0	0	0
bcDKWL	534	214	6	69	2	243	180	0	0	0
bcAOJA	528	58	3	13	1	453	61	0	0	0
bcGBEZ	522	59	7	18	0	438	60	0	0	0
bcACIY	515	81	4	13	1	416	80	0	0	0
bcBMQR	509	95	9	29	4	372	99	0	0	0
bcIEOU	503	76	1	13	0	413	80	0	0	0
bcDYPI	496	182	8	46	1	259	161	0	0	0
bcFKLX	490	67	2	22	5	394	68	0	0	0
bcEFIB	483	88	6	19	1	369	89	0	0	0
bcBRVR	477	52	1	12	0	412	52	0	0	0
bcBVMW	471	192	6	60	4	209	157	0	0	0
bcGIMH	465	94	2	18	0	351	90	0	0	0
bcAKIY	459	163	4	33	1	258	144	0	0	0
bcCJAY	451	47	3	13	0	388	44	0	0	0
bcDDBG	445	46	4	16	1	378	50	0	0	0
bcEWEV	439	53	5	16	0	365	57	0	0	0
bcCUCQ	434	61	8	11	1	353	68	0	0	0
bcBQVP	428	48	4	5	0	371	49	0	0	0
bcCQAY	423	65	4	16	1	337	62	0	0	0
bcHMNE	416	34	2	14	0	366	35	0	0	0
bcBIBD	411	130	5	31	1	244	115	0	0	0
bcGKTY	406	41	7	13	3	342	48	0	0	0
bcHREX	400	84	5	21	1	289	84	0	0	0
bcCFXS	394	59	9	15	1	310	64	0	0	0
bcDUGG	388	55	4	13	1	315	52	0	0	0
bcFDLQ	382	47	3	16	1	315	42	0	0	0
bcGVDF	376	152	11	24	2	187	147	0	0	0
bcAZNO	371	59	6	12	0	294	62	0	0	0
bcAZIA	365	35	4	12	0	314	37	0	0	0
bcDNGA	359	136	5	38	0	180	121	0	0	0
bcBNXE	353	41	1	12	2	297	40	0	0	0
bcBDLJ	348	181	5	25	1	136	150	0	0	0
bcAAJN	343	53	5	13	2	270	54	0	0	0
bcBDEU	337	62	6	10	0	259	62	0	0	0
bcGGSK	332	69	1	11	0	251	67	0	0	0
bcBSCQ	326	102	6	16	0	202	95	0	0	0
bcHHUW	320	30	2	7	0	281	29	0	0	0
bcCZAJ	315	63	1	13	0	238	63	0	0	0
bcCUZD	310	175	4	20	2	109	154	0	0	0
bcIIDW	305	138	4	27	0	136	128	0	0	0
bcGNBB	299	48	2	18	0	231	48	0	0	0
bcBIPD	293	73	4	30	3	183	66	0	0	0
bcHTSD	288	25	2	5	0	256	26	0	0	0
bcATLF	282	41	0	7	1	233	40	0	0	0
bcHGLX	277	43	4	13	1	216	43	0	0	0
bcGYJZ	272	70	4	14	1	183	67	0	0	0
bcHKAJ	267	101	1	26	1	138	82	0	0	0
bcHJPC	261	120	2	23	0	116	100	0	0	0
bcAWKP	256	53	0	11	0	192	45	0	0	0
bcEMDL	251	103	5	17	1	125	86	0	0	0
bcAXCM	28198	18191	416	2107	74	7410	23000	0	0	0
bcCSWG	16475	9803	202	1432	50	4988	11755	0	0	0
bcGRNB	12100	6600	133	1262	165	3940	7214	0	0	0
bcAPXM	10046	6059	148	766	31	3042	6235	0	0	0
bcBPFY	8080	4995	125	837	75	2048	5313	0	0	0
bcECCD	6634	3408	95	417	36	2678	3794	0	0	0
bcDMKY	5331	2923	71	586	16	1735	3039	0	0	0
bcFYDG	4305	1849	51	228	14	2163	1779	0	0	0
bcATQZ	3440	1466	47	225	16	1686	1383	0	0	0
bcGZKN	2820	1579	30	410	18	783	1467	0	0	0
bcGFPY	2385	1396	35	247	9	698	1275	0	0	0
bcDJWZ	2111	579	22	140	5	1365	567	0	0	0
bcCWHB	1891	893	20	222	9	747	767	0	0	0
bcGNIF	1743	172	13	54	2	1502	177	0	0	0
bcHYDA	1640	154	11	42	2	1431	155	0	0	0
bcBCBL	1548	951	13	175	3	406	829	0	0	0
bcATLY	1475	438	14	83	7	933	421	0	0	0
bcGMAH	1419	103	12	35	4	1265	112	0	0	0
bcELSB	1375	320	14	81	2	958	293	0	0	0
bcFMOF	1332	149	8	35	6	1134	146	0	0	0
bcICXN	1289	144	13	40	4	1088	141	0	0	0
bcEYVC	1253	133	13	39	1	1067	135	0	0	0
bcCTZN	1223	167	14	35	6	1001	180	0	0	0
bcDEMT	1193	391	20	80	5	697	364	0	0	0
bcHDSS	1169	557	13	102	9	488	455	0	0	0
bcIFFO	1146	111	6	28	0	1001	111	0	0	0
bcGHRT	1122	103	8	25	0	986	111	0	0	0
bcAPVE	1102	80	15	21	1	985	92	0	0	0
bcGBOO	1080	111	11	17	2	939	113	0	0	0
bcEFUT	1059	331	13	45	3	667	279	0	0	0
bcCTMF	1041	127	7	33	0	874	115	0	0	0
bcDWUC	1023	95	9	17	0	902	93	0	0	0
bcFPVD	1006	127	4	32	2	841	119	0	0	0
bcGZZU	992	113	5	18	1	855	110	0	0	0
bcHDOZ	977	101	8	24	3	841	97	0	0	0
bcGPCG	962	131	9	26	4	792	130	0	0	0
bcHYYZ	948	73	7	25	0	843	77	0	0	0
bcHYZL	935	111	4	34	1	785	110	0	0	0
bcCSPL	923	86	10	41	1	785	96	0	0	0
bcBIWM	910	85	8	27	1	789	84	0	0	0
bcFJRN	898	105	6	19	3	765	104	0	0	0
bcESAH	885	108	6	21	2	748	100	0	0	0
bcEHRJ	872	107	13	24	0	728	110	0	0	0
bcBZLO	862	121	4	30	4	703	117	0	0	0
bcCWON	851	147	5	29	0	670	136	0	0	0
bcHDIE	841	76	6	29	0	730	81	0	0	0
bcDDSV	830	92	3	22	2	711	90	0	0	0
bcIBRU	820	84	7	21	1	707	86	0	0	0
bcDTCQ	809	95	5	24	2	683	91	0	0	0
bcHEWL	798	79	6	24	3	686	78	0	0	0
bcEHEO	789	339	10	53	2	385	279	0	0	0
bcIBQC	779	87	2	20	3	667	86	0	0	0
bcGBVP	770	112	12	24	3	619	113	0	0	0
bcEZQW	762	97	4	21	0	640	88	0	0	0
bcASPS	752	122	12	19	0	599	128	0	0	0
bcAOVL	742	56	6	12	0	668	59	0	0	0
bcFHMF	734	100	6	22	1	605	105	0	0	0
bcECFE	724	77	13	19	1	614	87	0	0	0
bcHSPI	717	105	7	20	2	583	104	0	0	0
bcBRUY	709	68	7	21	2	611	75	0	0	0
bcBDOW	701	121	7	24	2	547	126	0	0	0
bcACME	694	89	5	21	1	578	89	0	0	0
bcBGNP	686	100	3	18	3	562	92	0	0	0
bcBFPG	680	56	9	12	2	601	64	0	0	0
bcEXJB	672	94	12	24	1	541	102	0	0	0
bcAFPO	664	102	10	21	1	530	103	0	0	0
bcEJGF	656	68	11	18	1	558	72	0	0	0
bcALFP	649	96	9	23	0	521	101	0	0	0
bcFAGI	642	272	6	56	1	307	238	0	0	0
bcERSN	635	91	5	10	2	527	88	0	0	0
bcDKCI	628	85	9	27	1	506	90	0	0	0
bcIGOT	621	69	6	15	1	530	72	0	0	0
bcDJYQ	614	92	5	18	1	498	88	0	0	0
bcAAIQ	608	127	6	36	1	438	130	0	0	0
bcHUYT	601	58	5	12	0	526	61	0	0	0
bcFFWV	594	100	4	26	3	461	97	0	0	0
bcCPHA	588	208	5	54	0	321	173	0	0	0
bcFZEC	580	230	7	49	2	292	219	0	0	0
bcEMNC	573	44	7	10	1	511	51	0	0	0
bcFQJZ	566	97	10	13	2	444	101	0	0	0
bcEMMA	560	192	9	41	2	316	171	0	0	0
bcAOGI	554	52	7	15	1	479	60	0	0	0
bcGPAX	547	183	6	45	4	309	169	0	0	0
bcFBZW	540	79	5	16	0	440	71	0	0	0
bcANYG	534	106	6	15	1	406	107	0	0	0
bcENUY	528	68	8	7	1	444	73	0	0	0
bcHTET	522	114	3	22	2	381	99	0	0	0
bcIEGN	515	56	7	15	0	437	62	0	0	0
bcHZJQ	509	75	9	20	3	402	79	0	0	0
bcCSGM	503	90	3	32	1	377	83	0	0	0
bcHKMA	496	42	7	13	0	434	49	0	0	0
bcHDVR	490	235	6	44	4	201	203	0	0	0
bcFRFK	483	77	3	15	1	387	71	0	0	0
bcCXTE	477	69	3	16	0	389	66	0	0	0
bcHJLS	471	71	6	20	1	373	72	0	0	0
bcBZMM	465	188	3	48	1	225	135	0	0	0
bcHZEG	459	30	10	19	0	400	40	0	0	0
bcEFEA	451	52	2	18	1	378	50	0	0	0
bcHFCL	445	69	4	19	0	353	71	0	0	0
bcFVTA	439	50	3	21	4	361	45	0	0	0
bcCYET	434	193	6	45	0	190	160	0	0	0
bcCTWX	428	77	11	21	1	318	84	0	0	0
bcFNQZ	423	60	6	35	0	322	65	0	0	0
bcEZGY	416	65	4	12	1	334	65	0	0	0
bcBPZR	411	65	3	14	1	328	61	0	0	0
bcHWBB	406	57	4	22	1	322	56	0	0	0
bcEQCV	400	63	2	15	0	320	61	0	0	0
bcDDYD	394	56	2	21	0	315	49	0	0	0
bcBDDX	388	71	5	16	0	296	68	0	0	0
bcFXCB	382	162	6	39	1	174	147	0	0	0
bcHMCF	376	45	7	18	0	306	50	0	0	0
bcANJX	371	64	5	9	1	292	62	0	0	0
bcIGBT	365	70	3	11	1	280	57	0	0	0
bcEROU	359	116	7	33	1	202	102	0	0	0
bcGICP	353	45	2	13	1	292	44	0	0	0
bcFBVX	348	166	4	35	1	142	140	0	0	0
bcAWXY	343	62	4	15	2	260	66	0	0	0
bcFEGZ	337	145	7	33	4	148	132	0	0	0
bcHFTG	331	30	5	8	0	288	31	0	0	0
bcEVAJ	326	54	2	12	1	257	48	0	0	0
bcCBLS	320	47	3	15	1	254	51	0	0	0
bcAFNQ	315	69	4	15	0	227	73	0	0	0
bcFBEG	310	37	4	13	0	256	36	0	0	0
bcGHCP	305	46	2	15	1	241	45	0	0	0
bcHHNA	299	36	3	4	1	255	40	0	0	0
bcETLM	293	183	2	30	1	77	134	0	0	0
bcHRXK	288	30	3	7	0	248	32	0	0	0
bcDMLC	282	46	3	11	0	222	48	0	0	0
bcCICI	277	31	1	5	0	240	31	0	0	0
bcFNHJ	272	85	4	15	0	168	70	0	0	0
bcAILL	267	118	5	39	2	103	103	0	0	0
bcDLGP	261	95	2	28	1	135	81	0	0	0
bcFXPO	256	27	1	8	0	220	23	0	0	0
bcBAGU	251	132	1	22	1	95	109	0	0	0
bcDXTD	28167	6205	270	14475	604	6613	6953	0	0	0
bcAPWL	16462	6896	190	4478	234	4664	7738	0	0	0
bcFJKU	12091	6573	165	1806	135	3412	7419	0	0	0
bcHTPP	10026	5665	138	970	57	3196	5715	0	0	0
bcAAUX	8073	2170	97	2728	147	2931	2310	0	0	0
bcEVZY	6629	3882	97	698	34	1918	3914	0	0	0
bcFJVE	5331	2653	66	530	19	2063	2772	0	0	0
bcDKSK	4297	2678	52	477	10	1080	2482	0	0	0
bcABDK	3435	203	30	51	0	3151	223	0	0	0
bcDWXQ	2819	1452	47	265	12	1043	1360	0	0	0
bcHDPA	2380	1458	44	271	7	600	1359	0	0	0
bcCQNZ	2110	1216	37	205	10	642	1185	0	0	0
bcFMKU	1891	190	9	52	1	1639	201	0	0	0
bcHHVR	1742	152	14	42	2	1532	162	0	0	0
bcDBHG	1640	429	23	67	26	1095	363	0	0	0
bcGHVA	1548	496	16	130	7	899	450	0	0	0
bcFUYB	1475	312	12	87	6	1058	277	0	0	0
bcAJZK	1419	520	11	57	4	827	464	0	0	0
bcCBJE	1374	168	15	35	1	1155	162	0	0	0
bcFKRK	1332	133	6	40	1	1152	129	0	0	0
bcHFSF	1289	180	13	47	2	1047	187	0	0	0
bcDYBE	1253	586	15	111	6	535	473	0	0	0
bcHNPW	1223	127	8	24	1	1063	130	0	0	0
bcEBOR	1193	559	14	132	3	485	498	0	0	0
bcABIE	1169	139	11	27	0	992	150	0	0	0
bcGTZV	1146	559	15	119	3	450	464	0	0	0
bcHNON	1122	87	8	26	1	1000	93	0	0	0
bcHJXW	1102	105	9	26	1	961	110	0	0	0
bcBKAU	1080	98	10	23	3	946	103	0	0	0
bcFEYK	1059	120	11	31	1	896	125	0	0	0
bcIISZ	1041	86	8	28	2	917	88	0	0	0
bcHDBT	1023	112	5	19	1	886	117	0	0	0
bcDVOF	1006	107	10	26	0	863	108	0	0	0
bcCAJQ	992	108	10	32	0	842	114	0	0	0
bcEELP	977	116	10	35	2	814	118	0	0	0
bcAOCU	962	119	12	28	0	803	124	0	0	0
bcHNGH	948	96	6	34	1	811	91	0	0	0
bcBXJO	935	109	10	18	3	795	105	0	0	0
bcDEXS	923	330	14	75	6	498	309	0	0	0
bcDCFI	910	90	6	22	2	790	90	0	0	0
bcDPZL	898	104	8	21	2	763	102	0	0	0
bcDAMD	885	87	7	21	1	769	89	0	0	0
bcDGIW	871	101	8	15	1	746	106	0	0	0
bcDYUQ	862	152	8	38	1	663	153	0	0	0
bcGSER	851	80	13	15	0	743	87	0	0	0
bcFDXQ	841	95	7	11	1	727	97	0	0	0
bcABDD	830	93	7	28	4	698	90	0	0	0
bcEZJJ	821	87	8	30	3	693	96	0	0	0
bcGMVL	809	68	3	13	1	724	64	0	0	0
bcFKPP	798	87	3	11	4	693	89	0	0	0
bcAVRC	789	80	5	33	2	669	86	0	0	0
bcACPT	779	392	9	91	3	284	345	0	0	0
bcHFUY	770	120	12	33	2	603	128	0	0	0
bcHKKJ	762	72	4	19	0	667	76	0	0	0
bcFXQU	752	104	3	23	3	619	103	0	0	0
bcECEE	742	84	4	22	1	631	85	0	0	0
bcHRWX	734	81	5	6	1	641	81	0	0	0
bcDVNI	724	74	8	21	0	621	80	0	0	0
bcBTCU	717	368	4	82	4	259	316	0	0	0
bcFMJA	709	93	9	26	2	579	89	0	0	0
bcEHOF	701	66	7	11	0	617	66	0	0	0
bcHLCW	694	136	6	28	0	524	129	0	0	0
bcEBTU	686	99	5	24	0	558	100	0	0	0
bcBBFS	680	55	8	16	1	600	62	0	0	0
bcFAGE	672	69	6	19	1	577	72	0	0	0
bcDKHW	664	108	6	24	3	523	108	0	0	0
bcDNUV	656	171	5	38	1	441	161	0	0	0
bcGHBU	649	83	4	20	1	541	81	0	0	0
bcCTPV	642	68	4	17	1	552	73	0	0	0
bcCVRE	635	108	4	17	0	506	111	0	0	0
bcFROE	628	75	10	16	0	527	82	0	0	0
bcHLNS	621	106	2	25	0	488	97	0	0	0
bcIDBU	614	95	3	16	1	499	86	0	0	0
bcCYIQ	608	325	8	70	1	204	282	0	0	0
bcFGNW	601	52	6	19	1	523	58	0	0	0
bcBIDF	594	199	8	66	1	320	178	0	0	0
bcHIYS	588	276	5	62	1	244	232	0	0	0
bcDMAV	580	63	2	14	0	501	58	0	0	0
bcHVET	573	75	5	16	0	477	74	0	0	0
bcDXXN	566	69	2	18	0	477	70	0	0	0
bcHKHA	560	87	7	12	0	454	78	0	0	0
bcDTZO	554	81	7	15	3	448	86	0	0	0
bcAJRW	547	81	11	18	0	437	86	0	0	0
bcFYVJ	540	43	5	10	1	481	48	0	0	0
bcHKPK	533	82	5	15	2	429	82	0	0	0
bcGRSJ	528	269	3	71	1	184	227	0	0	0
bcETET	522	68	4	16	1	433	65	0	0	0
bcCOVY	515	68	1	21	1	424	66	0	0	0
bcBNBI	509	200	6	65	0	238	175	0	0	0
bcDESG	503	58	2	11	0	432	56	0	0	0
bcGBGJ	496	83	4	23	2	384	81	0	0	0
bcFZVZ	490	58	2	9	3	418	57	0	0	0
bcFIWE	483	58	13	25	0	387	61	0	0	0
bcBWJZ	477	46	10	10	0	411	56	0	0	0
bcHKGQ	471	59	2	15	0	395	56	0	0	0
bcHYWX	465	48	4	22	0	391	49	0	0	0
bcFMDW	459	44	5	9	1	400	47	0	0	0
bcIHME	451	73	0	9	0	369	65	0	0	0
bcAEPH	445	47	2	8	0	388	45	0	0	0
bcHEEM	439	175	5	20	1	238	162	0	0	0
bcGJPG	434	64	4	14	1	351	68	0	0	0
bcCHHP	428	46	4	15	0	363	47	0	0	0
bcASUL	422	195	4	46	3	174	178	0	0	0
bcFSTC	416	71	7	13	3	322	78	0	0	0
bcBTVF	411	60	7	11	2	331	63	0	0	0
bcBZBZ	406	48	3	10	1	344	45	0	0	0
bcAZVD	400	47	1	14	2	336	47	0	0	0
bcCKBD	394	65	3	16	0	310	56	0	0	0
bcDUMC	388	176	7	28	0	177	158	0	0	0
bcELWX	382	175	7	28	0	172	143	0	0	0
bcDISC	376	146	6	38	3	183	137	0	0	0
bcDGRH	371	171	6	28	4	162	153	0	0	0
bcAUPE	365	46	1	9	3	306	42	0	0	0
bcANEU	359	52	0	9	0	298	51	0	0	0
bcDCYS	353	66	2	13	1	271	66	0	0	0
bcFJUM	348	32	2	2	0	312	33	0	0	0
bcFUHS	342	62	1	14	4	261	56	0	0	0
bcGXQQ	337	182	4	35	3	113	177	0	0	0
bcAIIB	331	29	1	9	0	292	26	0	0	0
bcIGCA	326	45	2	8	1	270	46	0	0	0
bcAMKE	320	48	2	8	2	260	46	0	0	0
bcGSVB	315	27	3	10	1	274	28	0	0	0
bcGGCG	310	139	2	28	2	139	131	0	0	0
bcCKZL	305	106	1	26	0	172	92	0	0	0
bcDIID	299	48	4	20	1	226	48	0	0	0
bcFQYH	293	30	1	6	1	255	31	0	0	0
bcGFCT	288	53	1	10	0	224	51	0	0	0
bcFJSY	282	26	3	13	1	239	29	0	0	0
bcANTJ	277	28	2	6	0	241	29	0	0	0
bcCSFJ	272	41	1	14	1	215	39	0	0	0
bcCWQR	267	22	3	7	2	233	26	0	0	0
bcHUSS	261	119	10	29	2	101	111	0	0	0
bcHXNC	256	128	4	26	1	97	111	0	0	0
bcFQZK	251	51	4	5	0	191	49	0	0	0
bcAJJH	28097	17098	395	2954	100	7550	21463	0	0	0
bcHPLH	16450	10047	205	1265	45	4888	10967	0	0	0
bcCUNQ	12052	6944	149	1244	41	3674	8179	0	0	0
bcGSAD	10001	5835	140	937	39	3050	6003	0	0	0
bcHDWC	8073	4721	103	620	22	2607	4749	0	0	0
bcCQKQ	6620	4006	66	696	24	1828	4069	0	0	0
bcDLYX	5328	3132	66	601	10	1519	2935	0	0	0
bcGCTQ	4294	2816	57	481	9	931	2795	0	0	0
bcFUGX	3432	2010	51	401	7	963	2079	0	0	0
bcDFCN	2817	1587	45	334	9	842	1551	0	0	0
bcCBCK	2379	222	32	53	3	2069	237	0	0	0
bcHATF	2109	887	21	167	5	1029	759	0	0	0
bcFBYW	1890	1108	24	208	5	545	1036	0	0	0
bcCVCT	1740	147	17	34	2	1540	162	0	0	0
bcDVXF	1639	407	20	69	5	1138	401	0	0	0
bcDXUK	1548	703	12	170	6	657	582	0	0	0
bcDKJX	1474	862	21	169	2	420	775	0	0	0
bcHWFW	1419	133	15	30	1	1240	139	0	0	0
bcAKLV	1374	498	15	98	7	756	456	0	0	0
bcHPSD	1332	159	9	27	1	1136	160	0	0	0
bcIBLG	1289	159	14	45	3	1068	171	0	0	0
bcCQWE	1253	187	13	24	1	1028	173	0	0	0
bcCGXU	1222	147	18	34	2	1021	156	0	0	0
bcCQNO	1193	548	24	121	2	498	492	0	0	0
bcDLVN	1168	242	15	48	0	863	215	0	0	0
bcFPBH	1145	114	15	44	0	972	113	0	0	0
bcBOLT	1122	138	16	35	1	932	142	0	0	0
bcCKYG	1102	93	9	19	1	980	98	0	0	0
bcFTJL	1080	184	6	35	2	853	178	0	0	0
bcBYZG	1059	109	12	22	2	914	117	0	0	0
bcETAZ	1041	452	9	43	5	532	380	0	0	0
bcHUTD	1023	161	8	34	4	816	157	0	0	0
bcENTB	1006	92	13	23	0	878	104	0	0	0
bcBSZI	992	105	12	29	1	845	110	0	0	0
bcFAKT	977	441	9	89	4	434	395	0	0	0
bcDRZC	962	97	6	22	0	837	100	0	0	0
bcGIAU	948	358	11	75	0	504	312	0	0	0
bcCKXA	935	406	7	109	1	412	346	0	0	0
bcCGDS	923	103	6	18	5	791	98	0	0	0
bcFNKM	910	99	5	25	1	780	101	0	0	0
bcFONN	898	87	12	12	0	787	91	0	0	0
bcDBFJ	884	103	7	62	2	710	102	0	0	0
bcBPPK	871	114	8	39	3	707	115	0	0	0
bcBSEC	861	361	17	86	4	393	306	0	0	0
bcBDUA	851	90	7	34	1	719	93	0	0	0
bcCPLM	841	107	3	18	2	711	112	0	0	0
bcAYHX	830	117	3	11	1	698	110	0	0	0
bcIHBJ	820	96	10	27	0	687	104	0	0	0
bcDMCV	809	92	11	22	2	682	94	0	0	0
bcAWHL	798	103	7	23	1	664	102	0	0	0
bcEXUW	789	214	8	16	0	551	188	0	0	0
bcDSWB	779	69	7	11	2	690	77	0	0	0
bcGFWI	770	66	5	17	2	680	67	0	0	0
bcIEHU	762	227	9	55	0	471	201	0	0	0
bcEFQC	752	48	5	19	1	679	51	0	0	0
bcGFPH	742	90	4	19	1	628	84	0	0	0
bcIFIG	733	112	5	25	1	590	113	0	0	0
bcGRWF	724	303	6	80	1	334	239	0	0	0
bcBFBI	716	206	14	54	2	440	195	0	0	0
bcEVPJ	709	135	7	19	1	547	117	0	0	0
bcBGLZ	701	79	4	16	1	601	80	0	0	0
bcFRTQ	694	306	13	59	4	312	265	0	0	0
bcGIGW	686	66	8	19	1	592	71	0	0	0
bcFYKR	679	65	4	15	0	595	64	0	0	0
bcCWFV	672	99	9	28	4	532	102	0	0	0
bcGOLB	664	59	8	15	1	581	62	0	0	0
bcBVNF	655	146	5	27	4	473	126	0	0	0
bcCRRR	649	103	5	26	3	512	102	0	0	0
bcCWKD	642	87	4	27	0	524	88	0	0	0
bcFHCW	635	100	4	27	0	504	95	0	0	0
bcDAYT	628	68	6	27	3	524	68	0	0	0
bcGMQB	621	277	5	58	2	279	239	0	0	0
bcARUP	614	66	3	24	0	521	62	0	0	0
bcFHNN	608	74	9	15	1	509	78	0	0	0
bcGHMB	601	115	12	10	2	462	113	0	0	0
bcBDMP	594	68	6	26	1	493	74	0	0	0
bcIDDD	588	74	8	19	4	483	76	0	0	0
bcEFEP	580	249	10	47	2	272	228	0	0	0
bcATXI	573	267	12	47	1	246	234	0	0	0
bcFFQI	566	78	5	17	2	464	80	0	0	0
bcBGWE	560	70	8	12	2	468	80	0	0	0
bcFDFA	554	66	4	15	0	469	65	0	0	0
bcAWND	547	67	6	15	2	457	66	0	0	0
bcAWAH	540	119	5	16	1	399	106	0	0	0
bcFHWV	533	54	3	16	1	459	56	0	0	0
bcCQPU	528	59	3	17	1	448	56	0	0	0
bcDBEB	522	68	7	16	0	431	76	0	0	0
bcBLIC	515	92	1	17	0	405	81	0	0	0
bcHOEI	509	79	8	23	0	399	78	0	0	0
bcHTAT	503	77	4	26	2	394	72	0	0	0
bcIBXK	496	75	5	13	1	402	79	0	0	0
bcHMAX	490	298	7	42	5	138	251	0	0	0
bcFJOD	483	72	7	11	1	392	71	0	0	0
bcDEMZ	477	64	2	9	2	400	60	0	0	0
bcDLER	471	48	3	14	0	406	50	0	0	0
bcFTYP	465	70	2	11	0	382	67	0	0	0
bcFUYF	459	179	6	43	1	230	152	0	0	0
bcHHYQ	451	77	1	15	0	358	71	0	0	0
bcCQBY	445	50	4	8	1	382	54	0	0	0
bcFZQF	439	67	3	15	2	352	68	0	0	0
bcCKGV	434	87	2	21	0	324	75	0	0	0
bcBTNI	428	191	8	41	1	187	159	0	0	0
bcEDUP	422	59	2	12	0	349	57	0	0	0
bcGYLP	416	140	2	17	2	255	112	0	0	0
bcEOFI	411	38	7	11	0	355	44	0	0	0
bcDHNO	406	65	3	11	0	327	65	0	0	0
bcHKVH	400	98	5	19	2	276	95	0	0	0
bcELOF	394	168	4	37	2	183	132	0	0	0
bcGOGP	388	52	1	13	0	322	49	0	0	0
bcFDVI	382	66	5	15	1	295	62	0	0	0
bcCQUF	376	60	3	7	0	306	55	0	0	0
bcGHVQ	371	63	5	17	1	285	65	0	0	0
bcEDZR	365	75	6	19	1	264	74	0	0	0
bcDECM	359	41	6	11	0	301	44	0	0	0
bcBOBR	353	48	0	14	3	288	46	0	0	0
bcDZZX	348	52	1	13	0	282	50	0	0	0
bcGSIH	342	162	6	54	2	118	148	0	0	0
bcBILN	337	160	4	42	1	130	135	0	0	0
bcCFFE	331	48	4	12	1	266	52	0	0	0
bcALGG	326	137	5	32	0	152	111	0	0	0
bcCGIV	320	30	6	5	0	279	29	0	0	0
bcCNOB	315	32	1	7	2	273	30	0	0	0
bcAVUC	310	63	2	19	1	225	54	0	0	0
bcBEHG	305	38	3	7	0	257	36	0	0	0
bcBEYY	299	44	2	13	0	240	45	0	0	0
bcDVBS	293	125	5	35	0	128	113	0	0	0
bcBAWS	288	125	1	22	4	136	112	0	0	0
bcBQJI	282	32	4	3	0	243	36	0	0	0
bcDFBA	277	64	4	12	0	197	61	0	0	0
bcHPSQ	272	33	3	9	0	227	36	0	0	0
