Barcode	Reads	Reads with unique alignment	Reads with unique alignment within shorter distance of 3'-end	Reads with less than `m` multiple alignments	Reads with more than than `m` multiple alignments	Reads with no alignments	UMIFM	Ambig UMIFM (between 2 genes)	Ambig UMIFM (between 3 genes)	Ambig UMIFM (between more than 3 genes)
bcGCWP	472	72	7	24	0	369	72	0	0	0
bcEUMN	466	62	1	12	0	391	58	0	0	0
bcFIEY	459	41	1	10	0	407	34	0	0	0
bcGIOT	452	80	4	17	1	350	76	0	0	0
bcGQMU	446	40	9	10	0	387	44	0	0	0
bcECIU	440	79	4	23	1	333	78	0	0	0
bcELOZ	435	52	8	13	1	361	60	0	0	0
bcGJQJ	429	45	6	14	0	364	50	0	0	0
bcIEKX	423	186	9	30	3	195	160	0	0	0
bcEJSD	417	61	5	4	0	347	61	0	0	0
bcCUOA	412	47	3	11	1	350	46	0	0	0
bcBNOB	406	60	4	11	1	330	59	0	0	0
bcHDHU	401	51	1	8	1	340	51	0	0	0
bcIDXI	395	157	1	43	2	192	135	0	0	0
bcAKKY	389	58	1	17	3	310	54	0	0	0
bcBNPI	383	57	4	26	1	295	62	0	0	0
bcGRKL	377	141	4	36	2	194	121	0	0	0
bcCAHI	371	51	3	14	0	303	52	0	0	0
bcIDYA	365	80	5	12	0	268	72	0	0	0
bcHOQI	360	40	3	14	0	303	40	0	0	0
bcFGRO	354	53	5	10	0	286	53	0	0	0
bcGUPV	349	132	3	19	1	194	112	0	0	0
bcCZPN	343	55	6	14	2	266	58	0	0	0
bcFSGV	338	62	3	28	1	244	62	0	0	0
bcEOBS	332	42	2	10	0	278	43	0	0	0
bcGDFT	327	47	4	8	1	267	47	0	0	0
bcGCYN	321	37	4	12	0	268	35	0	0	0
bcEJEJ	316	29	2	6	1	278	31	0	0	0
bcGXSO	311	60	3	10	1	237	59	0	0	0
bcAHAJ	306	28	3	9	1	265	30	0	0	0
bcDPQJ	300	161	4	30	1	104	133	0	0	0
bcGFKR	294	35	6	15	0	238	41	0	0	0
bcDAWB	288	28	3	6	1	250	25	0	0	0
bcGKBD	283	36	7	9	1	230	38	0	0	0
bcFACU	278	28	7	6	1	236	36	0	0	0
bcCOAB	273	69	6	11	0	187	65	0	0	0
bcFCUO	267	33	3	15	2	214	36	0	0	0
bcENKP	262	17	1	5	0	239	19	0	0	0
bcAEJE	256	34	2	5	1	214	28	0	0	0
bcCNTL	251	40	1	11	1	198	37	0	0	0
bcDKWW	35717	21352	581	3466	158	10160	27114	0	0	0
bcDKSD	16953	10278	216	1561	58	4840	11469	0	0	0
bcBSLZ	12470	7459	183	1365	134	3329	8991	0	0	0
bcHIHJ	10233	6239	145	1198	88	2563	6947	0	0	0
bcFRPS	8288	5189	108	873	17	2101	5454	0	0	0
bcBERC	6866	4307	98	544	21	1896	4324	0	0	0
bcBPEV	5455	3296	83	564	46	1466	3344	0	0	0
bcGBTG	4406	2825	46	447	15	1073	2704	0	0	0
bcFBIS	3547	2141	44	300	11	1051	2118	0	0	0
bcBLUH	2891	249	23	60	6	2553	251	0	0	0
bcGTCR	2414	932	40	118	9	1315	873	0	0	0
bcGWJJ	2127	1209	38	230	6	644	1150	0	0	0
bcEESN	1909	345	23	170	13	1358	342	0	0	0
bcAWKH	1754	374	14	43	1	1322	337	0	0	0
bcHUIU	1649	152	14	40	2	1441	159	0	0	0
bcIGAW	1559	158	13	41	3	1344	167	0	0	0
bcEZWP	1483	756	24	164	3	536	722	0	0	0
bcDLXS	1424	141	14	27	1	1241	144	0	0	0
bcGKUY	1381	125	12	42	2	1200	137	0	0	0
bcECZR	1337	113	9	32	1	1182	113	0	0	0
bcBQST	1293	230	11	40	2	1010	206	0	0	0
bcCUMZ	1258	117	9	31	0	1101	121	0	0	0
bcBIGT	1227	569	15	60	8	575	495	0	0	0
bcDLBG	1197	127	17	29	1	1023	122	0	0	0
bcDJWG	1172	523	21	123	8	497	474	0	0	0
bcFOHI	1149	571	14	142	5	417	500	0	0	0
bcEJXF	1125	112	12	34	3	964	111	0	0	0
bcBPHJ	1105	142	8	28	1	926	134	0	0	0
bcEIQM	1083	151	10	27	0	895	147	0	0	0
bcHTNT	1062	449	16	104	5	488	377	0	0	0
bcACMZ	1043	248	8	51	5	731	232	0	0	0
bcADTU	1025	103	4	24	2	892	101	0	0	0
bcFKWS	1008	118	5	22	0	863	114	0	0	0
bcIBWN	993	126	9	25	1	832	129	0	0	0
bcHHIG	979	72	11	20	0	876	81	0	0	0
bcIJUA	964	107	9	26	0	822	109	0	0	0
bcHWVX	950	337	8	71	2	532	279	0	0	0
bcAPAD	937	97	7	29	0	804	96	0	0	0
bcEENZ	925	97	9	20	0	799	102	0	0	0
bcAUII	911	98	12	35	3	763	104	0	0	0
bcEZDY	899	126	8	31	2	732	124	0	0	0
bcAEDV	887	82	10	27	1	767	80	0	0	0
bcHZKB	873	410	12	55	2	394	353	0	0	0
bcHSFD	863	99	12	37	0	715	105	0	0	0
bcBARG	852	88	13	23	2	726	97	0	0	0
bcFPVC	842	94	8	35	7	698	100	0	0	0
bcFOTJ	831	412	5	92	2	320	357	0	0	0
bcAWBF	821	101	7	27	0	686	105	0	0	0
bcHEQB	810	125	8	37	2	638	117	0	0	0
bcCWCN	800	133	5	31	0	631	128	0	0	0
bcHNXZ	789	74	8	15	2	690	83	0	0	0
bcAAYP	781	115	7	22	4	633	106	0	0	0
bcICHT	771	79	11	25	1	655	87	0	0	0
bcDMHV	763	103	7	39	2	612	107	0	0	0
bcABKE	753	78	12	19	0	644	87	0	0	0
bcDNZQ	744	63	2	16	2	661	61	0	0	0
bcAFXX	735	363	10	69	5	288	322	0	0	0
bcBDHN	725	86	5	14	0	620	82	0	0	0
bcBFXZ	717	69	8	15	0	625	72	0	0	0
bcEAHT	709	105	4	29	2	569	90	0	0	0
bcDLLW	702	64	4	21	3	610	62	0	0	0
bcCSDJ	695	76	4	20	0	595	71	0	0	0
bcEPSD	688	111	7	25	3	542	105	0	0	0
bcBUZK	680	93	3	22	2	560	88	0	0	0
bcDFIX	672	327	6	75	2	262	262	0	0	0
bcBDUV	665	87	8	25	2	543	94	0	0	0
bcGSDD	657	109	5	28	0	515	102	0	0	0
bcDQNA	650	135	5	28	1	481	122	0	0	0
bcHOPH	643	138	4	11	1	489	117	0	0	0
bcGIZO	636	77	4	20	0	535	77	0	0	0
bcBWIY	629	290	11	51	1	276	258	0	0	0
bcFGML	622	74	10	22	4	512	82	0	0	0
bcIJSZ	615	88	5	26	1	495	84	0	0	0
bcBRJN	608	265	10	55	5	273	229	0	0	0
bcAXGK	602	76	6	17	1	502	74	0	0	0
bcEROM	595	168	4	47	0	376	141	0	0	0
bcIDYL	589	83	7	19	2	478	84	0	0	0
bcFFTA	581	68	3	8	2	500	64	0	0	0
bcEKRI	574	243	5	65	4	257	219	0	0	0
bcAYAJ	567	84	4	14	0	465	79	0	0	0
bcDJDR	561	61	3	15	1	481	59	0	0	0
bcDLSI	554	70	4	22	2	456	73	0	0	0
bcCZIJ	548	60	3	14	0	471	60	0	0	0
bcBLGY	541	91	3	10	2	435	85	0	0	0
bcAKLD	534	217	15	48	6	248	207	0	0	0
bcASEZ	529	70	2	23	0	434	72	0	0	0
bcEOLR	522	84	5	19	3	411	81	0	0	0
bcCJFN	516	253	12	26	0	225	227	0	0	0
bcAQDT	510	81	9	17	0	403	80	0	0	0
bcCJWG	503	50	4	18	0	431	53	0	0	0
bcFZNI	496	232	5	57	2	200	207	0	0	0
bcDGTN	490	77	8	17	0	388	79	0	0	0
bcIHSP	484	64	4	13	2	401	68	0	0	0
bcDSUE	478	54	3	11	0	410	51	0	0	0
bcBFLF	472	56	7	15	2	392	61	0	0	0
bcDWDR	466	59	3	13	2	389	56	0	0	0
bcHPFC	459	176	3	23	7	250	147	0	0	0
bcATGJ	452	70	6	16	1	359	75	0	0	0
bcEYDU	446	63	2	13	0	368	60	0	0	0
bcBSVG	440	46	4	21	1	368	50	0	0	0
bcHJMO	435	59	6	11	0	359	59	0	0	0
bcEFBB	429	59	2	12	0	356	57	0	0	0
bcAOHW	423	55	7	12	1	348	63	0	0	0
bcFVTC	417	182	5	59	5	166	150	0	0	0
bcCWGI	412	66	2	9	1	334	64	0	0	0
bcHHKN	406	200	2	35	1	168	178	0	0	0
bcFMXO	401	38	3	16	1	343	39	0	0	0
bcHIFY	395	37	1	16	0	341	34	0	0	0
bcFCOB	389	45	7	13	0	324	47	0	0	0
bcHHYY	383	139	8	32	1	203	134	0	0	0
bcHRTO	377	41	2	7	1	326	44	0	0	0
bcEZGB	371	28	3	16	0	324	30	0	0	0
bcFHHS	365	59	12	10	0	284	67	0	0	0
bcBLQE	360	152	3	47	5	153	114	0	0	0
bcBOCG	354	58	6	10	1	279	61	0	0	0
bcFHNL	349	208	5	34	4	98	177	0	0	0
bcCDXL	343	166	3	31	0	143	150	0	0	0
bcEWIR	338	185	3	48	0	102	170	0	0	0
bcDRGF	332	30	2	6	1	293	31	0	0	0
bcFGLW	327	28	5	11	0	283	32	0	0	0
bcFXIZ	321	58	2	11	0	250	57	0	0	0
bcBQYD	316	28	4	9	0	275	28	0	0	0
bcBWKM	311	57	5	12	1	236	56	0	0	0
bcGHMV	306	35	3	4	0	264	35	0	0	0
bcFZFI	300	37	2	14	3	244	39	0	0	0
bcDXEI	294	137	5	24	0	128	118	0	0	0
bcGCXU	288	101	3	23	0	161	90	0	0	0
bcDJEE	283	31	3	5	0	244	31	0	0	0
bcCDRF	278	31	1	10	0	236	31	0	0	0
bcDQFH	273	97	2	17	1	156	86	0	0	0
bcEGQZ	267	31	1	7	0	228	29	0	0	0
bcGFQN	262	123	4	22	2	111	104	0	0	0
bcDOJO	256	30	5	8	2	211	34	0	0	0
bcGGGX	251	31	5	9	0	206	35	0	0	0
bcEEAH	35613	22343	543	4118	86	8523	27329	0	0	0
bcFWVT	16920	10182	225	2063	65	4385	12521	0	0	0
bcFDGL	12442	7326	184	1030	53	3849	8364	0	0	0
bcCJDC	10233	6132	165	1283	30	2623	6939	0	0	0
bcGTYU	8278	4227	129	1110	41	2771	4759	0	0	0
bcCRJU	6861	4003	101	735	40	1982	4068	0	0	0
bcAGTH	5452	3162	74	548	17	1651	3371	0	0	0
bcGOXA	4405	938	47	2161	97	1162	963	0	0	0
bcEPXG	3547	938	39	1680	76	814	929	0	0	0
bcCSBY	2890	1151	37	166	27	1509	983	0	0	0
bcHXUO	2414	1338	33	192	27	824	1332	0	0	0
bcDXZI	2126	828	29	100	22	1147	725	0	0	0
bcEJJN	1908	1099	14	196	9	590	965	0	0	0
bcAWTB	1754	524	19	182	18	1011	506	0	0	0
bcAUXA	1649	731	23	104	7	784	685	0	0	0
bcBQPE	1559	164	11	27	1	1356	154	0	0	0
bcCOBS	1483	840	24	148	25	446	741	0	0	0
bcAUKX	1424	849	29	174	13	359	748	0	0	0
bcGSTP	1380	136	11	38	2	1193	140	0	0	0
bcEDYX	1337	141	11	37	2	1146	149	0	0	0
bcBZHK	1293	785	12	126	5	365	614	0	0	0
bcEEHS	1258	155	5	27	3	1068	149	0	0	0
bcEMRJ	1226	103	10	34	0	1079	108	0	0	0
bcCJSC	1196	255	14	57	5	865	230	0	0	0
bcBGDD	1171	131	11	28	1	1000	137	0	0	0
bcDVRV	1149	97	10	29	2	1011	102	0	0	0
bcEJNI	1125	125	8	54	1	937	127	0	0	0
bcEXJI	1104	114	7	30	1	952	121	0	0	0
bcGMUT	1083	411	14	98	1	559	352	0	0	0
bcAYGI	1062	102	13	36	1	910	112	0	0	0
bcCIDA	1043	116	7	33	0	887	115	0	0	0
bcERBL	1025	113	14	19	2	877	124	0	0	0
bcFTVW	1008	108	4	37	3	856	108	0	0	0
bcBVIA	993	376	7	84	2	524	304	0	0	0
bcENJI	978	102	10	21	2	843	103	0	0	0
bcBDWX	964	108	8	15	2	831	108	0	0	0
bcHUVQ	950	86	5	27	0	832	88	0	0	0
bcABJP	937	85	4	27	0	821	87	0	0	0
bcBOOV	925	111	16	29	0	769	120	0	0	0
bcAXIS	911	101	7	20	1	782	109	0	0	0
bcGKWK	899	113	17	20	1	748	129	0	0	0
bcIJLQ	886	97	6	19	0	764	96	0	0	0
bcIHEB	873	89	3	31	2	748	83	0	0	0
bcCFVP	863	72	9	14	1	767	79	0	0	0
bcDMWO	852	372	14	82	3	381	341	0	0	0
bcDWTV	842	106	5	14	0	717	99	0	0	0
bcBBBL	831	91	4	19	2	715	93	0	0	0
bcFWNH	821	115	6	31	1	668	114	0	0	0
bcCIFA	810	71	10	22	2	705	81	0	0	0
bcBKMA	800	80	13	21	1	685	80	0	0	0
bcFHIF	789	236	7	59	1	486	215	0	0	0
bcBFIK	781	62	6	16	0	697	63	0	0	0
bcDDMA	771	84	9	14	2	662	87	0	0	0
bcBJUN	763	74	6	14	0	669	80	0	0	0
bcBYBQ	753	74	4	18	2	655	68	0	0	0
bcBKME	744	91	8	29	3	613	102	0	0	0
bcHVZT	735	87	5	23	0	620	85	0	0	0
bcHWQU	725	77	7	15	1	625	75	0	0	0
bcFHKE	717	72	7	14	0	624	80	0	0	0
bcAZHB	709	68	7	22	3	609	71	0	0	0
bcCUNB	702	94	5	16	0	587	92	0	0	0
bcFPDG	694	214	8	54	1	417	182	0	0	0
bcGXGJ	688	80	7	17	3	581	86	0	0	0
bcGPOA	680	97	6	17	3	557	96	0	0	0
bcEPOS	672	96	4	13	0	559	94	0	0	0
bcAEJU	665	78	7	24	2	554	77	0	0	0
bcGJHR	657	70	6	13	1	567	71	0	0	0
bcCCBK	650	61	2	30	1	556	60	0	0	0
bcBZKB	643	245	9	64	2	323	208	0	0	0
bcAHHJ	636	75	4	25	1	531	68	0	0	0
bcEBVF	629	74	12	24	1	518	81	0	0	0
bcCGMS	622	65	7	16	3	531	70	0	0	0
bcEGVC	615	84	4	9	0	518	83	0	0	0
bcDDWI	608	62	3	19	0	524	56	0	0	0
bcBVDQ	602	84	11	18	0	489	88	0	0	0
bcBEWW	595	138	6	21	5	425	129	0	0	0
bcESCB	589	101	9	19	3	457	93	0	0	0
bcCNQH	581	82	8	18	6	467	90	0	0	0
bcBXYP	574	70	8	17	2	477	74	0	0	0
bcAINB	567	63	4	8	0	492	64	0	0	0
bcIGBN	561	293	8	71	2	187	239	0	0	0
bcCZMI	554	52	7	11	0	484	58	0	0	0
bcAPOX	548	63	5	14	1	465	66	0	0	0
bcCHTV	541	57	2	25	1	456	52	0	0	0
bcEVQI	534	205	5	42	0	282	189	0	0	0
bcDDQQ	529	64	3	13	0	449	58	0	0	0
bcCVDG	522	69	7	12	1	433	73	0	0	0
bcERGI	516	51	8	11	0	446	57	0	0	0
bcAYGE	510	162	4	46	2	296	140	0	0	0
bcFVYI	503	64	4	10	1	424	63	0	0	0
bcHKIM	496	101	2	17	0	376	95	0	0	0
bcFURR	490	45	6	6	1	432	47	0	0	0
bcDXEQ	484	178	5	36	4	261	147	0	0	0
bcDCRL	478	54	1	12	0	411	53	0	0	0
bcFYJZ	472	70	4	11	0	387	65	0	0	0
bcDRTI	466	60	4	9	0	393	62	0	0	0
bcGDVK	459	50	6	8	0	395	52	0	0	0
bcHEJI	452	76	9	12	0	355	75	0	0	0
bcEHJM	446	64	8	16	0	358	67	0	0	0
bcBPAK	440	62	4	12	0	362	60	0	0	0
bcHMAN	435	192	10	47	2	184	170	0	0	0
bcHBZI	429	40	4	13	0	372	40	0	0	0
bcFBLA	423	89	4	10	0	320	82	0	0	0
bcHZKM	417	41	6	11	0	359	41	0	0	0
bcFWMY	412	212	3	24	5	168	163	0	0	0
bcAWQI	406	153	6	35	0	212	132	0	0	0
bcBUEA	400	52	7	7	1	333	58	0	0	0
bcGFQC	395	150	11	34	2	198	140	0	0	0
bcFCLZ	389	47	1	15	0	326	47	0	0	0
bcESPY	383	69	6	17	1	290	64	0	0	0
bcGFCK	377	107	5	41	0	224	102	0	0	0
bcFGQN	371	42	5	11	0	313	43	0	0	0
bcBLCR	365	120	7	10	1	227	101	0	0	0
bcGGRZ	360	79	5	8	1	267	76	0	0	0
bcAYZQ	354	131	3	39	0	181	116	0	0	0
bcCVQA	349	54	2	15	3	275	50	0	0	0
bcBFVY	343	163	4	35	0	141	134	0	0	0
bcIFDL	338	39	2	14	1	282	38	0	0	0
bcBOQL	332	63	3	16	1	249	63	0	0	0
bcFXWH	327	56	4	5	0	262	56	0	0	0
bcCVGA	321	37	2	1	0	281	35	0	0	0
bcBIBS	316	158	5	32	0	121	145	0	0	0
bcHVYX	311	126	5	37	1	142	117	0	0	0
bcBAJC	306	29	4	16	0	257	31	0	0	0
bcAYRK	300	156	9	43	1	91	144	0	0	0
bcGNHV	294	134	8	24	3	125	115	0	0	0
bcIAQU	288	47	1	10	0	230	44	0	0	0
bcEJWV	283	30	3	9	0	241	28	0	0	0
bcAUGM	278	64	2	17	1	194	62	0	0	0
bcHQIE	273	30	2	6	0	235	32	0	0	0
bcFAMB	267	36	3	7	0	221	39	0	0	0
bcHXUI	262	31	0	14	0	217	30	0	0	0
bcBIRL	256	127	4	27	1	97	113	0	0	0
bcEMRC	251	22	2	6	0	221	24	0	0	0
bcFJDF	35054	20871	555	3464	106	10058	25830	0	0	0
bcHGIU	16918	9838	213	2001	70	4796	11905	0	0	0
bcBJER	12440	7459	174	1527	150	3130	8131	0	0	0
bcBHVY	10227	6553	129	977	36	2532	7038	0	0	0
bcCOCT	8277	4966	106	859	20	2326	5239	0	0	0
bcFQKL	6860	4121	93	742	25	1879	4434	0	0	0
bcEJKA	5447	2671	67	511	14	2184	2640	0	0	0
bcEWPI	4404	2613	61	473	34	1223	2697	0	0	0
bcGDJM	3538	1834	44	403	10	1247	1835	0	0	0
bcEEQD	2889	1412	29	346	13	1089	1374	0	0	0
bcCYGL	2413	235	17	56	4	2101	251	0	0	0
bcGTNY	2125	1173	28	171	8	745	1056	0	0	0
bcDSXX	1908	150	16	40	5	1697	166	0	0	0
bcDYHW	1754	187	14	33	2	1518	206	0	0	0
bcBSDJ	1649	153	15	32	1	1448	157	0	0	0
bcDLKU	1559	181	9	43	0	1326	169	0	0	0
bcGBIS	1482	829	17	134	3	499	702	0	0	0
bcAYII	1424	104	12	19	1	1288	111	0	0	0
bcIFNS	1380	207	7	39	3	1124	185	0	0	0
bcHYBE	1336	399	20	488	27	402	391	0	0	0
bcDJEX	1293	269	12	83	2	927	259	0	0	0
bcIJUO	1258	149	11	40	0	1058	151	0	0	0
bcFGKC	1226	281	19	59	5	862	280	0	0	0
bcHHYJ	1196	158	9	44	1	984	155	0	0	0
bcDKKM	1171	142	11	29	2	987	140	0	0	0
bcCYHF	1148	140	17	41	3	947	151	0	0	0
bcCYKW	1125	147	14	38	3	923	159	0	0	0
bcGSIL	1104	583	15	95	4	407	480	0	0	0
bcHQEB	1083	131	14	26	2	910	136	0	0	0
bcCJYY	1062	518	17	123	7	397	411	0	0	0
bcDNGC	1043	106	9	26	2	900	104	0	0	0
bcENTV	1025	82	6	22	1	914	87	0	0	0
bcFVMU	1008	133	12	25	1	837	128	0	0	0
bcEEXJ	993	101	8	33	1	850	104	0	0	0
bcFROY	978	103	11	28	4	832	108	0	0	0
bcGESG	964	106	9	32	0	817	111	0	0	0
bcEPTP	950	113	4	26	0	807	106	0	0	0
bcCIDL	937	82	5	17	1	832	84	0	0	0
bcDVOV	925	98	8	30	0	789	101	0	0	0
bcABOI	911	144	11	25	2	729	144	0	0	0
bcECIT	899	103	10	21	1	764	110	0	0	0
bcBVQF	886	498	14	94	3	277	435	0	0	0
bcHFQG	873	91	10	34	0	738	98	0	0	0
bcAIQD	863	107	3	33	1	719	111	0	0	0
bcBQJA	852	105	5	25	1	716	102	0	0	0
bcCSDR	842	138	8	29	0	667	130	0	0	0
bcDJFV	831	131	7	41	2	650	115	0	0	0
bcAUFB	821	71	8	24	1	717	79	0	0	0
bcBVOJ	810	90	10	28	1	681	100	0	0	0
bcEHZS	800	71	2	23	3	701	67	0	0	0
bcBSGR	789	112	4	34	4	635	107	0	0	0
bcAJVR	781	82	10	19	0	670	95	0	0	0
bcEGAV	771	97	8	22	1	643	100	0	0	0
bcGMOF	763	82	4	15	1	661	83	0	0	0
bcHOBV	753	63	5	15	0	670	65	0	0	0
bcEFKP	744	101	12	21	0	610	106	0	0	0
bcALQF	735	78	7	19	0	631	82	0	0	0
bcFOAH	725	114	9	29	2	571	97	0	0	0
bcBEKW	717	130	3	26	2	556	126	0	0	0
bcBXMP	709	105	11	21	0	572	108	0	0	0
bcBNEO	702	76	5	19	1	601	78	0	0	0
bcFSDC	694	104	5	24	2	559	106	0	0	0
bcFIRV	688	109	7	17	1	554	106	0	0	0
bcFCNM	680	401	7	86	2	184	386	0	0	0
bcDNUA	672	281	8	72	4	307	253	0	0	0
bcHDYB	665	98	4	41	1	521	97	0	0	0
bcDWUS	657	71	3	26	0	557	66	0	0	0
bcBOHL	650	245	8	67	1	329	213	0	0	0
bcEWNS	643	94	3	21	1	524	102	0	0	0
bcAWOM	636	73	8	19	3	533	77	0	0	0
bcCNND	629	98	8	19	0	504	97	0	0	0
bcFHPR	622	66	3	21	1	531	67	0	0	0
bcAISJ	615	75	5	21	0	514	80	0	0	0
bcAGWJ	608	253	9	70	2	274	224	0	0	0
bcDFDL	602	78	4	14	0	506	76	0	0	0
bcDJNV	595	84	8	24	2	477	83	0	0	0
bcDPCA	589	77	5	18	0	489	74	0	0	0
bcHJMA	581	59	10	19	2	491	67	0	0	0
bcHMSI	574	256	6	52	2	258	207	0	0	0
bcFOWV	567	50	3	10	1	503	52	0	0	0
bcBDRO	561	58	9	18	0	476	64	0	0	0
bcBJEY	554	86	4	23	2	439	80	0	0	0
bcEVZN	548	275	6	71	4	192	240	0	0	0
bcBTDS	541	64	8	16	1	452	70	0	0	0
bcFHUQ	534	58	4	16	1	455	61	0	0	0
bcGDSW	529	59	3	19	0	448	61	0	0	0
bcEQJR	522	49	2	14	3	454	50	0	0	0
bcBORM	516	59	4	13	1	439	59	0	0	0
bcBSLF	510	64	4	19	1	422	65	0	0	0
bcCNVY	503	77	6	25	2	393	75	0	0	0
bcCIDB	496	219	7	38	0	232	182	0	0	0
bcCZTK	490	181	2	64	7	236	162	0	0	0
bcCAHE	484	223	3	27	7	224	163	0	0	0
bcCACY	478	64	4	24	0	386	66	0	0	0
bcDQNF	472	35	2	4	1	430	38	0	0	0
bcHOJV	466	52	1	10	2	401	50	0	0	0
bcHFSB	459	90	2	15	1	351	81	0	0	0
bcIBOS	452	64	2	19	1	366	66	0	0	0
bcAWZZ	446	200	4	49	2	191	175	0	0	0
bcGXKJ	440	56	7	14	0	363	61	0	0	0
bcAPBS	434	86	3	21	0	324	85	0	0	0
bcGLRL	429	64	1	22	1	341	62	0	0	0
bcGAVP	423	191	5	37	1	189	165	0	0	0
bcDDGW	417	61	4	12	0	340	64	0	0	0
bcHDWU	412	41	4	15	0	352	41	0	0	0
bcCCHF	406	33	2	16	0	355	36	0	0	0
bcBRNJ	400	49	2	16	1	332	48	0	0	0
bcGZMX	395	123	7	35	1	229	110	0	0	0
bcFPKT	389	175	8	39	0	167	143	0	0	0
bcBSLN	383	50	1	16	0	316	47	0	0	0
bcGPGE	377	65	6	27	0	279	70	0	0	0
bcFPRB	371	60	1	15	2	293	58	0	0	0
bcFPFB	365	146	5	33	0	181	127	0	0	0
bcFWJT	360	39	1	7	0	313	38	0	0	0
bcAOEX	354	58	6	23	1	266	64	0	0	0
bcFPZO	349	48	3	7	2	289	46	0	0	0
bcEYZK	343	28	2	7	0	306	30	0	0	0
bcHCEO	338	63	2	15	0	258	55	0	0	0
bcHSTA	332	54	5	7	0	266	46	0	0	0
bcETIX	326	36	4	14	1	271	39	0	0	0
bcFOUS	321	92	2	21	0	206	83	0	0	0
bcDGCK	316	27	7	7	0	275	31	0	0	0
bcHKEV	312	43	2	10	1	256	43	0	0	0
bcHCOD	306	62	3	11	1	229	57	0	0	0
bcHYQU	299	51	1	4	1	242	50	0	0	0
bcEESP	294	152	0	33	0	109	130	0	0	0
bcAQJM	288	95	4	36	0	153	83	0	0	0
bcBVAC	283	28	0	9	1	245	27	0	0	0
bcAOTZ	278	103	6	55	2	112	98	0	0	0
bcDNAD	273	60	4	20	0	189	56	0	0	0
bcGCRL	267	116	2	29	1	119	100	0	0	0
bcDIWY	262	125	1	31	1	104	114	0	0	0
bcDDVU	256	34	3	4	0	215	35	0	0	0
bcHFRB	251	40	0	10	0	201	39	0	0	0
bcFNVD	33491	11598	335	12274	561	8723	14536	0	0	0
bcAQIP	16913	9994	231	1427	64	5197	11598	0	0	0
bcAGHR	12418	7208	183	1269	48	3710	8626	0	0	0
bcFHMW	10219	5934	146	1188	44	2907	6618	0	0	0
bcEKEF	8276	4929	109	737	20	2481	4779	0	0	0
bcGZAJ	6851	3345	94	841	39	2532	3300	0	0	0
bcEIDW	5444	3232	65	556	20	1571	3389	0	0	0
bcBRVF	4403	503	47	118	5	3730	452	0	0	0
bcBPQR	3536	1682	40	821	41	952	1658	0	0	0
bcCRKP	2888	1106	30	927	40	785	1055	0	0	0
bcHNIP	2411	1427	31	218	11	724	1342	0	0	0
bcGFXP	2125	871	25	188	7	1034	858	0	0	0
bcGYBN	1907	1227	31	214	7	428	1244	0	0	0
bcAPLC	1753	129	16	37	1	1570	139	0	0	0
bcIIVV	1648	420	18	61	4	1145	383	0	0	0
bcFKPC	1558	128	20	33	4	1373	139	0	0	0
bcFWQB	1481	129	9	46	1	1296	126	0	0	0
bcHUNW	1424	124	7	37	1	1255	118	0	0	0
bcDSGD	1379	135	18	37	4	1185	154	0	0	0
bcGFSG	1336	114	14	30	2	1176	117	0	0	0
bcBKZL	1293	137	15	29	1	1111	139	0	0	0
bcGASU	1257	178	10	37	1	1031	179	0	0	0
bcBSBQ	1226	178	7	28	1	1012	160	0	0	0
bcAUMD	1196	543	23	134	7	489	516	0	0	0
bcFPYK	1171	622	15	134	8	392	549	0	0	0
bcGSJE	1148	123	17	35	1	972	132	0	0	0
bcGZPI	1125	529	20	133	6	437	479	0	0	0
bcFGJM	1104	115	4	27	1	957	108	0	0	0
bcHJOO	1083	103	5	28	1	946	106	0	0	0
bcHPXF	1062	101	8	30	3	920	103	0	0	0
bcFYIY	1043	146	10	30	2	855	133	0	0	0
bcDBUL	1025	143	8	28	1	845	146	0	0	0
bcDOVA	1008	74	5	24	2	903	77	0	0	0
bcETPI	993	137	10	22	2	822	137	0	0	0
bcCQGT	978	102	2	29	0	845	102	0	0	0
bcCJRX	964	87	11	15	1	850	93	0	0	0
bcGDTR	950	438	6	84	3	419	369	0	0	0
bcEWLZ	937	90	9	24	2	812	99	0	0	0
bcEEAX	925	393	13	90	3	426	338	0	0	0
bcCRWW	911	90	9	25	0	787	92	0	0	0
bcDWIU	899	120	7	36	0	736	119	0	0	0
bcCTKV	886	100	9	28	1	748	98	0	0	0
bcECKV	873	80	10	21	0	762	89	0	0	0
bcAJCQ	863	119	3	28	2	711	113	0	0	0
bcHYBN	852	509	18	80	1	244	464	0	0	0
bcCABZ	842	152	5	27	3	655	129	0	0	0
bcBTOS	831	107	7	22	0	695	113	0	0	0
bcAWPK	821	124	5	22	2	668	113	0	0	0
bcFOMG	810	96	7	27	1	679	101	0	0	0
bcALUK	799	84	9	30	1	675	91	0	0	0
bcACLX	789	87	7	21	1	673	91	0	0	0
bcDNUR	781	101	5	31	0	644	99	0	0	0
bcAGMO	771	90	9	30	2	640	90	0	0	0
bcAUWR	763	358	6	91	0	308	329	0	0	0
bcEXIC	753	83	9	25	3	633	86	0	0	0
bcDHPL	744	99	6	16	0	623	102	0	0	0
bcFQMB	735	80	6	26	0	623	84	0	0	0
bcCPXN	725	91	9	19	2	604	98	0	0	0
bcFOGP	717	114	7	18	2	576	99	0	0	0
