,Basal,Secretory-1,Secretory-2,Secretory-3,Multiciliated,Ionocyte/Tuft,PNEC,Cell cycle,Ribosomal,Shared-1,Shared-2,Shared-3,CHIR,IL13,IFNA,IFNG-1,IFNG-2,IFNG-3,TGFB1-1,TGFB1-2
S100A4,1.49E-04,1.00E-03,1.27E-04,5.71E-04,2.27E-04,2.03E-04,1.39E-04,0.00E+00,1.66E-04,1.40E-03,0.00E+00,0.00E+00,0.00E+00,2.02E-04,4.20E-04,0.00E+00,8.72E-05,2.18E-04,1.02E-04,2.09E-05
S100A6,5.17E-04,7.95E-04,7.07E-04,4.61E-04,5.67E-04,5.16E-04,3.30E-04,3.23E-04,4.42E-04,0.00E+00,1.97E-04,1.86E-04,9.32E-05,6.67E-04,1.46E-03,3.05E-04,2.12E-03,1.04E-03,3.63E-04,0.00E+00
S100A7,0.00E+00,0.00E+00,2.56E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.51E-04,4.63E-06,1.97E-03,2.36E-04,0.00E+00,0.00E+00,2.41E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.38E-06
S100A7A,1.23E-05,0.00E+00,3.49E-04,0.00E+00,6.46E-06,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.28E-06,8.39E-05,0.00E+00,0.00E+00,1.40E-04,0.00E+00,0.00E+00,1.56E-05,0.00E+00,0.00E+00,0.00E+00
S100A8,4.61E-04,3.30E-04,4.40E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.62E-03,2.33E-03,0.00E+00,0.00E+00,4.11E-04,0.00E+00,0.00E+00,1.12E-05,8.16E-05,0.00E+00,0.00E+00
S100A9,1.23E-04,1.61E-03,1.58E-03,5.20E-05,0.00E+00,0.00E+00,0.00E+00,7.27E-05,2.25E-04,4.85E-03,2.37E-03,0.00E+00,0.00E+00,2.57E-04,2.12E-04,0.00E+00,0.00E+00,2.30E-04,0.00E+00,0.00E+00
S100P,0.00E+00,1.08E-03,1.22E-03,2.39E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.02E-03,0.00E+00,0.00E+00,0.00E+00,1.52E-03,8.76E-04,3.14E-04,0.00E+00,2.53E-03,0.00E+00,0.00E+00
S1PR1,0.00E+00,4.43E-05,0.00E+00,1.76E-05,0.00E+00,0.00E+00,9.25E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.67E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
S1PR3,2.95E-04,0.00E+00,1.72E-05,1.71E-04,3.22E-05,4.59E-06,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.66E-04,0.00E+00,0.00E+00,2.56E-04,0.00E+00,4.93E-05,0.00E+00,4.69E-04,8.60E-04
SAA1,0.00E+00,0.00E+00,3.11E-03,0.00E+00,3.17E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.07E-03,0.00E+00,0.00E+00,1.10E-04,1.72E-03,3.81E-05,6.98E-05
SAA2,0.00E+00,0.00E+00,3.01E-03,0.00E+00,6.24E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.79E-05,7.49E-05,0.00E+00,0.00E+00,9.79E-04,0.00E+00,0.00E+00,0.00E+00,8.30E-04,2.21E-05,0.00E+00
SAA4,0.00E+00,0.00E+00,1.87E-03,0.00E+00,9.76E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.01E-05,0.00E+00,0.00E+00,0.00E+00,3.91E-04,0.00E+00,0.00E+00,2.66E-06,2.45E-04,2.75E-04,0.00E+00
SAMD11,1.80E-04,6.62E-04,0.00E+00,1.16E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.73E-05,2.02E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.18E-05
SAMD9,2.71E-04,9.21E-05,0.00E+00,0.00E+00,3.42E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.00E-03,1.98E-03,0.00E+00,0.00E+00,0.00E+00,3.75E-03,6.60E-04,9.75E-04,4.79E-04,4.58E-04,1.46E-04
SAMD9L,0.00E+00,0.00E+00,0.00E+00,7.11E-05,1.03E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.20E-04,1.03E-04,1.86E-04,0.00E+00,3.28E-05,4.27E-03,2.85E-05,1.09E-03,9.94E-04,1.93E-04,1.75E-05
SAMHD1,0.00E+00,0.00E+00,2.41E-04,4.78E-04,2.02E-03,0.00E+00,7.17E-06,4.96E-05,0.00E+00,0.00E+00,1.39E-05,0.00E+00,0.00E+00,3.14E-05,2.84E-03,0.00E+00,1.14E-03,1.65E-04,8.02E-05,2.97E-05
SARS,1.79E-04,1.53E-04,2.46E-04,3.58E-04,1.77E-04,2.74E-04,3.68E-05,1.51E-04,5.51E-04,0.00E+00,4.63E-04,5.52E-04,1.45E-04,2.17E-04,3.89E-04,1.17E-03,8.56E-04,1.87E-04,3.57E-04,5.96E-04
SAT1,0.00E+00,3.13E-03,2.69E-03,0.00E+00,5.01E-04,1.93E-04,0.00E+00,0.00E+00,4.25E-04,9.51E-04,4.11E-04,2.59E-05,5.36E-04,1.66E-03,1.20E-04,4.94E-05,3.47E-04,8.66E-04,3.88E-04,7.41E-05
SAXO2,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.92E-03,0.00E+00,0.00E+00,1.25E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.74E-06,0.00E+00,1.09E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.24E-06
SBDS,5.52E-04,5.75E-04,3.61E-04,3.81E-04,7.57E-05,3.53E-04,1.24E-04,2.43E-04,2.88E-04,8.92E-04,6.68E-04,9.56E-04,1.08E-04,6.21E-04,2.55E-04,1.08E-03,8.06E-04,1.19E-03,5.60E-04,2.86E-04
SBSN,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.10E-02,1.54E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
SC5D,6.18E-04,7.64E-04,4.15E-04,2.08E-04,4.54E-05,6.81E-04,2.99E-04,1.98E-04,0.00E+00,2.08E-04,1.47E-03,0.00E+00,1.27E-03,3.78E-04,7.18E-05,6.34E-04,4.94E-04,9.95E-04,2.49E-04,6.01E-04
SCARB2,7.23E-04,9.21E-04,5.11E-04,3.53E-04,1.89E-04,9.82E-04,8.01E-04,1.65E-04,1.94E-04,0.00E+00,4.34E-04,1.44E-04,2.04E-03,2.35E-04,1.49E-03,4.25E-04,3.84E-04,1.07E-03,9.57E-04,1.12E-03
SCD,3.18E-04,0.00E+00,6.35E-04,3.08E-04,0.00E+00,2.73E-04,1.38E-04,1.59E-03,2.67E-04,0.00E+00,2.20E-03,5.06E-04,1.22E-03,8.67E-04,3.49E-04,2.73E-04,8.30E-04,2.65E-04,0.00E+00,1.14E-03
SCD5,5.04E-04,1.12E-03,4.51E-04,5.94E-04,1.63E-04,7.31E-05,1.01E-05,0.00E+00,5.03E-04,0.00E+00,1.23E-03,0.00E+00,2.39E-04,0.00E+00,0.00E+00,1.59E-04,0.00E+00,1.12E-04,1.99E-03,3.28E-04
SCEL,2.26E-04,5.40E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.32E-03,1.25E-03,4.61E-05,0.00E+00,4.22E-05,5.88E-06,1.06E-03,2.68E-04,2.56E-03,0.00E+00,0.00E+00
SCG2,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.64E-04,1.94E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.13E-07,0.00E+00,0.00E+00,0.00E+00
SCG3,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.69E-04,0.00E+00,1.55E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.16E-04,0.00E+00,0.00E+00,0.00E+00
SCG5,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.66E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.19E-03,0.00E+00,0.00E+00,0.00E+00,1.11E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00
SCGB1A1,0.00E+00,0.00E+00,0.00E+00,1.71E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
SCGB2A1,0.00E+00,0.00E+00,0.00E+00,1.54E-04,1.52E-03,1.21E-05,3.88E-05,0.00E+00,1.60E-06,3.07E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.87E-05,0.00E+00,0.00E+00,7.28E-05,0.00E+00,0.00E+00
SCGB3A1,0.00E+00,0.00E+00,6.82E-05,4.10E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
SCGN,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.28E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
SCHIP1,9.10E-04,3.81E-05,0.00E+00,0.00E+00,3.32E-04,0.00E+00,0.00E+00,3.34E-04,1.36E-04,1.51E-04,0.00E+00,7.53E-04,7.29E-05,2.08E-05,2.23E-04,6.33E-04,4.79E-05,1.01E-04,4.50E-04,1.07E-04
SCN3A,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.47E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.37E-05,0.00E+00,0.00E+00,5.38E-05,4.95E-05,0.00E+00,0.00E+00
SCNN1A,2.90E-04,1.87E-03,1.72E-03,1.28E-03,2.72E-04,1.36E-03,6.55E-04,2.19E-04,1.69E-04,3.68E-04,0.00E+00,0.00E+00,0.00E+00,3.05E-04,8.28E-04,3.60E-05,4.45E-04,1.36E-03,0.00E+00,0.00E+00
SCNN1G,1.98E-04,2.25E-04,3.76E-04,0.00E+00,0.00E+00,4.71E-04,0.00E+00,0.00E+00,3.22E-04,0.00E+00,0.00E+00,0.00E+00,3.46E-04,0.00E+00,0.00E+00,0.00E+00,1.47E-04,4.16E-05,0.00E+00,0.00E+00
SCO2,1.02E-04,1.54E-04,2.63E-04,2.81E-04,2.00E-04,8.67E-05,1.23E-04,2.30E-04,1.46E-04,2.39E-05,3.62E-04,1.20E-04,0.00E+00,1.06E-04,1.33E-03,4.37E-04,6.84E-04,7.03E-04,3.10E-05,1.29E-04
SCPEP1,1.15E-03,8.79E-04,0.00E+00,8.19E-04,8.55E-04,1.26E-04,0.00E+00,9.70E-05,3.22E-04,0.00E+00,1.93E-04,0.00E+00,2.08E-04,4.17E-04,4.94E-04,0.00E+00,1.07E-04,0.00E+00,1.25E-04,7.38E-04
SDC1,1.12E-03,1.81E-03,5.48E-05,0.00E+00,0.00E+00,1.13E-04,0.00E+00,1.11E-04,7.74E-04,2.70E-04,3.18E-03,8.73E-04,0.00E+00,3.11E-04,4.46E-04,1.32E-03,6.21E-04,1.46E-04,3.41E-04,3.41E-04
SDC2,1.90E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.37E-03,0.00E+00,0.00E+00,2.91E-05,0.00E+00,9.30E-05,1.18E-04,0.00E+00,5.59E-04,0.00E+00,4.50E-05,1.91E-05,0.00E+00,0.00E+00,2.21E-04
SDC4,6.79E-04,1.32E-03,7.16E-04,1.17E-03,7.15E-04,5.51E-04,4.75E-05,1.84E-04,0.00E+00,9.06E-04,6.64E-04,1.68E-03,2.52E-04,6.84E-04,6.64E-04,1.69E-04,9.67E-04,7.95E-04,4.87E-04,5.80E-05
SDCBP,3.91E-04,1.18E-03,7.56E-04,5.54E-04,5.87E-04,5.49E-04,2.06E-04,2.69E-04,4.72E-04,1.25E-03,0.00E+00,6.10E-04,1.80E-03,8.43E-04,0.00E+00,4.67E-04,5.53E-04,7.97E-04,4.57E-04,3.29E-04
SDCBP2,2.89E-05,5.01E-04,0.00E+00,3.52E-06,6.84E-05,2.60E-04,1.06E-05,0.00E+00,6.40E-05,3.12E-03,1.36E-03,5.40E-04,0.00E+00,1.20E-03,5.24E-04,6.79E-04,3.72E-04,2.06E-03,2.24E-04,0.00E+00
SDK2,5.23E-04,0.00E+00,6.47E-06,0.00E+00,0.00E+00,7.72E-04,6.28E-04,6.61E-05,0.00E+00,0.00E+00,0.00E+00,6.71E-05,6.29E-05,7.78E-05,0.00E+00,0.00E+00,7.16E-05,0.00E+00,5.88E-04,1.88E-03
SEC11C,1.12E-04,1.16E-04,7.22E-04,2.24E-04,8.06E-05,1.26E-03,1.31E-02,4.43E-05,1.53E-04,1.12E-04,5.86E-05,6.56E-05,2.19E-04,4.79E-04,2.01E-04,4.64E-04,6.66E-05,6.32E-04,1.19E-04,2.23E-04
SEC14L2,4.47E-04,2.60E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.33E-05,0.00E+00,4.08E-04,4.88E-04,5.18E-04,1.64E-04,8.76E-05,0.00E+00,2.63E-04,1.12E-04,5.90E-04,1.48E-03
SEC61G,4.72E-04,4.01E-04,9.26E-04,1.38E-04,2.85E-04,3.06E-04,4.83E-04,4.29E-04,5.93E-04,2.14E-04,3.46E-04,1.05E-03,1.02E-03,4.45E-04,7.40E-04,5.82E-04,5.48E-04,5.80E-04,7.02E-04,1.06E-03
SECTM1,0.00E+00,0.00E+00,0.00E+00,2.59E-05,2.89E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.30E-05,0.00E+00,0.00E+00,0.00E+00,3.28E-04,1.17E-03,0.00E+00,9.99E-04,2.54E-03,0.00E+00,0.00E+00
SEL1L3,2.73E-04,5.19E-04,1.93E-03,1.56E-03,1.67E-04,5.18E-05,1.02E-04,0.00E+00,6.82E-05,0.00E+00,0.00E+00,2.21E-04,6.43E-04,9.20E-04,2.45E-04,2.01E-04,2.01E-04,1.89E-04,3.66E-04,3.83E-04
SELENOP,4.69E-04,9.82E-04,2.16E-06,2.26E-03,0.00E+00,3.56E-04,9.32E-05,0.00E+00,5.98E-04,0.00E+00,0.00E+00,0.00E+00,8.20E-04,1.43E-04,3.89E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.17E-04
SEMA3B,2.58E-04,5.16E-04,2.02E-04,0.00E+00,0.00E+00,0.00E+00,2.44E-05,1.88E-04,0.00E+00,0.00E+00,0.00E+00,4.84E-05,7.69E-05,3.42E-04,7.35E-04,4.62E-04,6.54E-05,4.34E-04,1.69E-04,1.26E-04
SEMA3C,1.55E-03,3.40E-04,3.60E-04,5.47E-06,1.89E-04,2.04E-03,0.00E+00,0.00E+00,0.00E+00,4.99E-04,0.00E+00,1.62E-03,3.89E-04,2.23E-04,0.00E+00,0.00E+00,3.01E-04,0.00E+00,8.62E-04,7.08E-04
SEMA4B,4.83E-04,1.55E-03,3.39E-05,4.37E-04,0.00E+00,0.00E+00,2.87E-05,2.86E-04,6.76E-04,0.00E+00,1.07E-03,8.74E-05,1.48E-03,0.00E+00,5.56E-04,0.00E+00,4.20E-04,0.00E+00,1.24E-04,1.61E-03
SEMA5A,1.83E-03,4.46E-04,0.00E+00,2.49E-04,0.00E+00,3.41E-04,9.48E-05,3.79E-04,1.65E-04,2.69E-04,8.21E-05,0.00E+00,9.47E-05,2.08E-04,0.00E+00,0.00E+00,0.00E+00,1.85E-04,1.10E-04,1.21E-05
SEMA5B,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.64E-04,0.00E+00,0.00E+00,0.00E+00,2.40E-07,0.00E+00,0.00E+00,0.00E+00,4.67E-04,6.53E-04
SEMA7A,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.70E-04,0.00E+00,0.00E+00,1.79E-05,0.00E+00,0.00E+00,0.00E+00,3.01E-03,6.59E-04
SEPHS2,2.64E-04,4.13E-04,5.42E-04,2.52E-04,1.37E-04,3.51E-04,9.92E-05,0.00E+00,5.31E-04,2.58E-05,0.00E+00,0.00E+00,2.23E-05,3.74E-04,1.32E-04,1.00E-03,1.11E-03,2.79E-04,2.17E-04,3.62E-04
10-Sep,1.22E-03,8.50E-05,0.00E+00,1.50E-04,2.70E-04,6.67E-04,0.00E+00,6.69E-04,8.22E-04,4.53E-04,1.35E-04,8.42E-04,2.67E-04,8.56E-05,8.38E-05,5.93E-04,6.38E-04,1.50E-04,1.66E-04,3.09E-04
SERINC2,1.37E-03,1.35E-03,3.26E-04,4.41E-04,3.15E-05,2.52E-04,8.43E-05,1.57E-05,2.78E-04,3.69E-04,5.60E-04,1.03E-03,6.33E-04,7.71E-04,2.70E-04,9.22E-05,4.83E-04,4.11E-04,6.70E-04,1.42E-03
SERPINA1,1.52E-05,9.22E-05,4.26E-04,1.61E-03,2.61E-05,0.00E+00,5.84E-05,0.00E+00,0.00E+00,1.03E-04,0.00E+00,1.48E-04,9.46E-05,3.40E-06,0.00E+00,0.00E+00,0.00E+00,1.03E-04,0.00E+00,1.11E-04
SERPINA3,0.00E+00,8.91E-05,3.28E-03,7.24E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.45E-05,1.65E-05
SERPINA9,0.00E+00,1.65E-05,5.96E-05,0.00E+00,3.78E-06,1.28E-05,5.99E-06,1.14E-04,8.14E-05,0.00E+00,0.00E+00,7.38E-06,0.00E+00,0.00E+00,5.17E-07,7.19E-05,3.50E-05,3.87E-05,0.00E+00,2.31E-04
SERPINB1,0.00E+00,1.04E-03,1.91E-04,1.15E-04,1.64E-04,0.00E+00,0.00E+00,0.00E+00,1.24E-03,4.40E-04,3.26E-03,0.00E+00,0.00E+00,1.46E-03,6.19E-05,6.47E-04,8.11E-04,5.47E-04,0.00E+00,0.00E+00
SERPINB10,0.00E+00,0.00E+00,0.00E+00,7.06E-05,9.16E-04,0.00E+00,0.00E+00,0.00E+00,1.83E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.56E-03,0.00E+00,3.01E-06,6.46E-06,0.00E+00,0.00E+00,0.00E+00
SERPINB11,0.00E+00,5.30E-04,1.87E-04,9.76E-04,5.58E-05,0.00E+00,1.31E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.64E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
SERPINB13,6.52E-04,1.58E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.07E-04,1.00E-03,0.00E+00,3.97E-03,0.00E+00,2.40E-04,9.65E-04,9.26E-05,1.88E-04,2.06E-04,4.17E-04,0.00E+00,0.00E+00
SERPINB2,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.12E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.37E-03,1.99E-03,6.13E-04,0.00E+00,1.54E-03,0.00E+00,1.75E-03,6.54E-04,1.05E-03,1.35E-04,0.00E+00
SERPINB3,0.00E+00,1.17E-03,1.76E-03,9.76E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.05E-03,0.00E+00,1.06E-03,0.00E+00,0.00E+00,3.35E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
SERPINB4,0.00E+00,1.89E-04,1.10E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.17E-04,5.63E-04,0.00E+00,1.00E-03,0.00E+00,0.00E+00,4.74E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
SERPINB5,1.47E-03,0.00E+00,0.00E+00,0.00E+00,1.81E-05,0.00E+00,0.00E+00,3.36E-04,9.00E-05,9.73E-05,4.03E-03,1.10E-03,1.71E-04,0.00E+00,0.00E+00,1.27E-03,8.31E-04,1.83E-04,6.99E-04,9.14E-05
SERPINB6,0.00E+00,1.12E-03,6.40E-04,1.12E-04,5.36E-04,3.41E-05,0.00E+00,3.89E-04,6.59E-04,0.00E+00,1.07E-03,1.73E-04,0.00E+00,2.93E-03,1.58E-04,2.74E-04,4.92E-04,6.69E-04,3.00E-04,1.47E-04
SERPINB7,1.45E-05,0.00E+00,5.44E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.57E-05,0.00E+00,1.93E-03,1.50E-03,0.00E+00,0.00E+00,5.96E-04,0.00E+00,1.46E-03,0.00E+00,1.83E-03,2.52E-04,0.00E+00
SERPINB9,0.00E+00,1.85E-04,1.52E-04,9.53E-05,4.42E-05,1.19E-04,7.01E-05,3.16E-04,6.55E-05,0.00E+00,4.91E-04,0.00E+00,0.00E+00,4.52E-04,6.32E-06,2.88E-05,7.88E-05,5.87E-04,3.99E-04,1.00E-07
SERPINE1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.22E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.82E-04,2.38E-03
SERPINE2,1.40E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.55E-03,1.80E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.05E-03
SERPINF1,1.46E-03,0.00E+00,1.01E-03,4.96E-04,8.38E-05,8.88E-04,1.56E-03,0.00E+00,8.77E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.61E-04,2.04E-04,0.00E+00,0.00E+00,0.00E+00,1.13E-04,1.63E-04
SERPING1,7.40E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.19E-05,6.68E-04,5.18E-04,0.00E+00,1.25E-03,4.61E-04,2.41E-03,9.85E-04,0.00E+00,2.67E-05
SERPINH1,8.98E-04,7.87E-04,6.05E-04,1.62E-04,0.00E+00,8.91E-05,0.00E+00,2.32E-04,1.22E-04,0.00E+00,0.00E+00,8.29E-04,0.00E+00,2.87E-04,4.97E-04,1.55E-04,5.04E-04,9.82E-05,1.37E-04,1.87E-03
SERTAD4,2.94E-04,5.85E-05,1.06E-04,6.29E-04,5.32E-04,1.31E-03,0.00E+00,9.96E-04,8.77E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.56E-04,1.53E-04,0.00E+00,0.00E+00,0.00E+00,2.08E-04,3.74E-05
SESN2,7.43E-06,1.05E-04,8.03E-05,2.09E-04,2.69E-05,0.00E+00,2.67E-05,0.00E+00,1.29E-04,1.02E-05,6.59E-05,5.76E-04,2.03E-05,9.71E-05,2.93E-04,1.68E-03,1.65E-03,2.11E-04,4.82E-04,2.89E-04
SESN3,1.39E-03,0.00E+00,0.00E+00,3.57E-04,0.00E+00,8.11E-05,0.00E+00,0.00E+00,6.38E-04,0.00E+00,1.98E-04,0.00E+00,1.60E-03,1.43E-06,5.45E-05,0.00E+00,2.22E-04,0.00E+00,2.52E-06,5.54E-04
SET,9.60E-04,9.54E-04,7.21E-04,6.00E-04,2.89E-04,6.67E-04,3.46E-04,8.49E-04,1.34E-03,1.69E-04,6.31E-04,4.18E-04,2.71E-04,5.00E-04,2.53E-04,1.32E-03,1.03E-03,1.12E-03,5.17E-04,3.93E-04
SETD7,2.56E-04,5.09E-04,6.50E-04,4.32E-04,1.77E-04,5.31E-04,0.00E+00,3.01E-05,3.68E-04,1.37E-04,1.48E-04,0.00E+00,2.44E-05,3.35E-04,0.00E+00,1.02E-03,2.61E-04,8.69E-04,5.27E-04,2.66E-04
SFN,6.57E-04,0.00E+00,0.00E+00,0.00E+00,3.73E-05,0.00E+00,0.00E+00,4.32E-04,0.00E+00,0.00E+00,3.32E-03,1.54E-03,1.05E-03,2.91E-04,0.00E+00,5.39E-04,6.66E-04,3.29E-04,6.47E-04,1.67E-03
SFRP1,9.66E-06,0.00E+00,0.00E+00,1.15E-03,0.00E+00,0.00E+00,0.00E+00,5.17E-05,6.94E-07,0.00E+00,0.00E+00,9.16E-05,0.00E+00,6.81E-04,0.00E+00,4.72E-05,5.38E-05,0.00E+00,0.00E+00,3.82E-05
SFT2D2,5.52E-04,1.02E-03,7.62E-04,4.00E-04,3.00E-04,4.04E-04,2.28E-04,3.85E-04,4.01E-04,6.29E-04,4.99E-04,9.79E-06,3.79E-05,3.97E-04,0.00E+00,5.03E-04,5.21E-04,1.17E-03,6.92E-04,2.71E-04
SFTA1P,0.00E+00,0.00E+00,2.42E-04,1.23E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.65E-03,0.00E+00,7.02E-04,1.78E-05,0.00E+00
SFTPA2,0.00E+00,1.68E-05,1.59E-04,0.00E+00,0.00E+00,6.59E-06,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.15E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
SFTPB,9.03E-06,0.00E+00,2.64E-04,0.00E+00,0.00E+00,9.92E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.51E-05,0.00E+00,0.00E+00,5.27E-06
SFTPD,8.25E-04,3.59E-05,1.39E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.23E-04,0.00E+00,1.48E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.22E-05,0.00E+00
SGCA,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.64E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.08E-03,3.20E-04
SGCB,3.98E-04,1.33E-04,4.33E-05,2.19E-04,3.56E-04,8.34E-05,1.98E-04,4.60E-04,1.77E-04,0.00E+00,0.00E+00,5.12E-04,1.22E-04,0.00E+00,7.05E-05,0.00E+00,1.61E-04,0.00E+00,8.24E-04,1.12E-03
SGK1,0.00E+00,1.55E-03,1.03E-03,1.09E-03,2.99E-05,4.49E-05,0.00E+00,0.00E+00,1.22E-04,0.00E+00,0.00E+00,2.28E-04,5.78E-06,1.78E-03,6.72E-04,2.76E-04,0.00E+00,0.00E+00,0.00E+00,1.26E-04
